source,product_id,trade_id,price,quantity,trade_time,side,collected_at,raw_type,trade_value,price_zscore,trade_value_zscore,anomaly_score,ml_is_anomaly
coinbase,BTC-USD,185822756,99366.92,1.385835,2026-05-08 22:15:36.769000+00:00,sell,2026-05-08T23:14:50.674305+00:00,match,137706.15557819998,2.616204806340993,0.024149658462015552,0.005745891563395,False
coinbase,BTC-USD,185822536,97192.51,1.369725,2026-05-08 22:15:37.173000+00:00,sell,2026-05-08T23:14:50.673711+00:00,match,133127.01075975,-0.1628499970080709,-0.04033978863164032,0.06820386206490237,False
coinbase,BTC-USD,185822644,98499.36,2.424895,2026-05-08 22:15:37.769000+00:00,sell,2026-05-08T23:14:50.674005+00:00,match,238850.6055672,1.4771363431888818,1.428841051534253,-0.028286651403902408,True
coinbase,BTC-USD,185822852,99411.04,1.409089,2026-05-08 22:15:38.193000+00:00,buy,2026-05-08T23:14:50.674573+00:00,match,140079.00294256,2.456006004045477,0.030219910469825275,0.0071566524108487295,False
coinbase,BTC-USD,185822680,99275.43,0.553496,2026-05-08 22:15:38.645000+00:00,sell,2026-05-08T23:14:50.674102+00:00,match,54948.55340327999,2.16621937204074,-1.1605885975895776,0.0004673171834367329,False
coinbase,BTC-USD,185822500,97194.87,0.52527,2026-05-08 22:15:40.041000+00:00,buy,2026-05-08T23:14:50.673613+00:00,match,51053.5493649,-0.2544524172870069,-1.1889935948377592,0.059234879421868225,False
coinbase,BTC-USD,185822702,99283.79,2.410069,2026-05-08 22:15:41.133000+00:00,sell,2026-05-08T23:14:50.674160+00:00,match,239280.78448151,2.090343756203692,1.4394952284478768,-0.05400160383448793,True
coinbase,BTC-USD,185822470,96616.32,0.534447,2026-05-08 22:15:41.191000+00:00,buy,2026-05-08T23:14:50.673530+00:00,match,51636.30237504,-0.9263944882403701,-1.1695507886965775,0.05428616365919736,False
coinbase,BTC-USD,185822504,97407.25,2.160174,2026-05-08 22:15:42.009000+00:00,sell,2026-05-08T23:14:50.673624+00:00,match,210416.6088615,-0.026062153970647844,1.0325700210300266,0.05076447106511295,False
coinbase,BTC-USD,185823158,97988.4,1.733683,2026-05-08 22:15:42.147000+00:00,sell,2026-05-08T23:14:50.675635+00:00,match,169880.8232772,0.6335790588323704,0.4612217540741994,0.06636795939123807,False
coinbase,BTC-USD,185823374,97045.46,1.64731,2026-05-08 22:15:42.621000+00:00,sell,2026-05-08T23:14:50.676345+00:00,match,159863.95671260002,-0.450131313274392,0.31734191785088595,0.06368499110205283,False
coinbase,BTC-USD,185822886,99060.6,1.701849,2026-05-08 22:15:44.709000+00:00,buy,2026-05-08T23:14:50.674688+00:00,match,168586.18304940002,1.8225206076660023,0.4367611792688005,0.027705086572631488,False
coinbase,BTC-USD,185822456,96981.19,0.84528,2026-05-08 22:15:45.849000+00:00,buy,2026-05-08T23:14:50.673487+00:00,match,81976.26028320001,-0.5388610359530668,-0.7893774029000227,0.07207417190685278,False
coinbase,BTC-USD,185822820,99226.9,0.878932,2026-05-08 22:15:46.161000+00:00,sell,2026-05-08T23:14:50.674478+00:00,match,87213.6976708,1.9524953932394113,-0.7058679061056707,0.023062897260927473,False
coinbase,BTC-USD,185822460,96913.73,1.808409,2026-05-08 22:15:49.185000+00:00,sell,2026-05-08T23:14:50.673498+00:00,match,175259.66155557,-0.6260335285446542,0.5544997160239121,0.06881550889020493,False
coinbase,BTC-USD,185822486,96733.07,2.198188,2026-05-08 22:15:50.317000+00:00,sell,2026-05-08T23:14:50.673573+00:00,match,212637.47367716,-0.818250109913857,1.0765900913363116,0.035817406566602594,False
coinbase,BTC-USD,185822454,97061.35,0.997541,2026-05-08 22:15:50.523000+00:00,sell,2026-05-08T23:14:50.673482+00:00,match,96822.67614035,-0.44457698105139615,-0.5895743990064012,0.06275670238749953,False
coinbase,BTC-USD,185822526,97361.37,2.380004,2026-05-08 22:15:51.207000+00:00,sell,2026-05-08T23:14:50.673684+00:00,match,231720.45004548,-0.10388634436214239,1.3390663683049684,0.011374740309968545,False
coinbase,BTC-USD,185822650,98655.36,1.759757,2026-05-08 22:15:51.363000+00:00,sell,2026-05-08T23:14:50.674021+00:00,match,173609.46034752,1.3444833968647232,0.49654521239937505,0.057987419776656446,False
coinbase,BTC-USD,185822758,99398.22,1.253468,2026-05-08 22:15:51.569000+00:00,sell,2026-05-08T23:14:50.674310+00:00,match,124592.48802696,2.098857611107587,-0.21266553316743234,-0.0016383805254283068,True
coinbase,BTC-USD,185822876,99263.44,1.003528,2026-05-08 22:15:51.921000+00:00,buy,2026-05-08T23:14:50.674654+00:00,match,99613.64141632,1.8849601508227374,-0.5720052371763845,0.012833541880053034,False
coinbase,BTC-USD,185822910,99521.76,1.807822,2026-05-08 22:15:53.421000+00:00,buy,2026-05-08T23:14:50.674768+00:00,match,179917.62720672,2.081140406412723,0.6007277148213169,0.003877838847784698,False
coinbase,BTC-USD,185822704,99347.05,1.108961,2026-05-08 22:15:53.453000+00:00,sell,2026-05-08T23:14:50.674166+00:00,match,110172.00391505,1.8375957974484234,-0.42406197159854486,0.018221456018127746,False
coinbase,BTC-USD,185823330,96818.32,1.714381,2026-05-08 22:15:54.015000+00:00,sell,2026-05-08T23:14:50.676205+00:00,match,165983.48825992,-0.7779543008263956,0.4003810368063833,0.05952376898310363,False
coinbase,BTC-USD,185823258,97472.58,2.292913,2026-05-08 22:15:54.123000+00:00,sell,2026-05-08T23:14:50.675970+00:00,match,223496.14582554,-0.09648800006653704,1.2365012833634303,0.043036688448285565,False
coinbase,BTC-USD,185823518,97974.02,2.411429,2026-05-08 22:15:57.033000+00:00,buy,2026-05-08T23:14:50.676795+00:00,match,236257.39307458,0.42551951164626095,1.397633169492605,0.0008346369043057411,False
coinbase,BTC-USD,185822558,97076.59,2.374034,2026-05-08 22:15:57.541000+00:00,buy,2026-05-08T23:14:50.673771+00:00,match,230463.12526406,-0.5156595014598593,1.288858134444374,-0.003006984298290716,True
coinbase,BTC-USD,185823004,99444.35,1.408818,2026-05-08 22:15:59.937000+00:00,buy,2026-05-08T23:14:50.675088+00:00,match,140098.9902783,1.928715628457421,-0.038416008734788905,0.021823601822719696,False
coinbase,BTC-USD,185822508,97372.69,0.482905,2026-05-08 22:15:59.985000+00:00,sell,2026-05-08T23:14:50.673635+00:00,match,47021.75886445,-0.22228334356453722,-1.3879590936579234,0.04748540717261973,False
coinbase,BTC-USD,185823058,99235.56,1.080393,2026-05-08 22:16:01.087000+00:00,buy,2026-05-08T23:14:50.675326+00:00,match,107213.40437508,1.6827034280672475,-0.49945102988084195,0.01962909573772087,False
coinbase,BTC-USD,185822712,99570.09,1.185722,2026-05-08 22:16:01.473000+00:00,buy,2026-05-08T23:14:50.674187+00:00,match,118062.44625498,1.965108704977092,-0.3369025672033848,-9.08685611512583e-05,True
coinbase,BTC-USD,185822808,99122.58,2.028763,2026-05-08 22:16:01.557000+00:00,sell,2026-05-08T23:14:50.674445+00:00,match,201096.22276854,1.4814006498060597,0.886240991195782,0.02327090909544538,False
coinbase,BTC-USD,185823772,99333.17,2.448146,2026-05-08 22:16:02.753000+00:00,buy,2026-05-08T23:14:50.677581+00:00,match,243182.10280282,1.6538870220808206,1.4821228721587991,-0.05076897583724782,True
coinbase,BTC-USD,185823836,98994.7,2.419752,2026-05-08 22:16:03.297000+00:00,sell,2026-05-08T23:14:50.677784+00:00,match,239542.62331439997,1.2958623582824067,1.4025512429672264,-0.021572509833181486,True
coinbase,BTC-USD,185822710,99514.32,0.996886,2026-05-08 22:16:03.385000+00:00,sell,2026-05-08T23:14:50.674182+00:00,match,99204.43240752,1.7650620101375678,-0.6499093069200426,0.011688856349624133,False
coinbase,BTC-USD,185822518,97431.0,1.667266,2026-05-08 22:16:06.781000+00:00,sell,2026-05-08T23:14:50.673662+00:00,match,162443.39364599998,-0.2683377967840722,0.27893095163225384,0.06725629680705991,False
coinbase,BTC-USD,185822496,97065.41,1.379246,2026-05-08 22:16:08.373000+00:00,buy,2026-05-08T23:14:50.673602+00:00,match,133877.07848086,-0.6223979157564126,-0.14292393031218942,0.05671036671268748,False
coinbase,BTC-USD,185822700,99296.28,1.283144,2026-05-08 22:16:09.297000+00:00,sell,2026-05-08T23:14:50.674155+00:00,match,127411.42590432,1.5457089365518224,-0.23771201901491515,0.02132044220019491,False
coinbase,BTC-USD,185822628,98016.59,1.619309,2026-05-08 22:16:09.513000+00:00,sell,2026-05-08T23:14:50.673961+00:00,match,158719.14633631002,0.29289400202128274,0.22945320901387373,0.07140215591115517,False
coinbase,BTC-USD,185822768,99069.59,1.772114,2026-05-08 22:16:10.061000+00:00,sell,2026-05-08T23:14:50.674337+00:00,match,175562.60741326,1.3073181571350925,0.4795829152926194,0.05503054362592219,False
coinbase,BTC-USD,185822952,99224.98,1.758245,2026-05-08 22:16:11.133000+00:00,buy,2026-05-08T23:14:50.674895+00:00,match,174461.8249601,1.4342881103643876,0.4598423910373415,0.04385788307598171,False
coinbase,BTC-USD,185823598,98801.89,1.19272,2026-05-08 22:16:11.321000+00:00,sell,2026-05-08T23:14:50.677060+00:00,match,117842.9902408,1.0113505146037423,-0.3971708350879823,0.04573582734716519,False
coinbase,BTC-USD,185823754,99177.11,1.246656,2026-05-08 22:16:12.535000+00:00,sell,2026-05-08T23:14:50.677526+00:00,match,123639.73924416,1.354780201253129,-0.30692971917347533,0.03566753170419845,False
coinbase,BTC-USD,185822670,98842.16,0.439183,2026-05-08 22:16:13.233000+00:00,sell,2026-05-08T23:14:50.674075+00:00,match,43409.79635528,1.0192541802229202,-1.5093449126569871,0.023761572043915047,False
coinbase,BTC-USD,185822718,99743.78,0.56069,2026-05-08 22:16:13.599000+00:00,sell,2026-05-08T23:14:50.674203+00:00,match,55925.3400082,1.8464282597876533,-1.2998110877670455,-0.0022198475140199347,True
coinbase,BTC-USD,185822690,99309.72,0.474602,2026-05-08 22:16:14.073000+00:00,sell,2026-05-08T23:14:50.674128+00:00,match,47132.59173144,1.409313819338971,-1.4103056090205424,0.014350322196901577,False
coinbase,BTC-USD,185822832,99018.63,0.339407,2026-05-08 22:16:15.093000+00:00,sell,2026-05-08T23:14:50.674509+00:00,match,33607.61615241,1.1195612876608927,-1.5843097018263144,0.01054042864646032,False
coinbase,BTC-USD,185822480,96702.76,1.04812,2026-05-08 22:16:15.333000+00:00,sell,2026-05-08T23:14:50.673557+00:00,match,101356.09681119998,-1.0640967476392265,-0.5673046646061587,0.04925611362969995,False
coinbase,BTC-USD,185822936,99304.1,1.275987,2026-05-08 22:16:16.085000+00:00,sell,2026-05-08T23:14:50.674847+00:00,match,126710.7406467,1.3792709642547423,-0.18582429346955712,0.03805696896227706,False
coinbase,BTC-USD,185822514,97468.62,1.278607,2026-05-08 22:16:16.149000+00:00,buy,2026-05-08T23:14:50.673651+00:00,match,124624.05981234,-0.3491846299825845,-0.21615541284964657,0.05495926180841926,False
coinbase,BTC-USD,185822692,99175.83,0.83384,2026-05-08 22:16:16.633000+00:00,buy,2026-05-08T23:14:50.674134+00:00,match,82696.7740872,1.2511766899205927,-0.8443053012703754,0.041603547761311144,False
coinbase,BTC-USD,185822816,99223.66,1.298238,2026-05-08 22:16:19.149000+00:00,sell,2026-05-08T23:14:50.674467+00:00,match,128815.92591108,1.269090685763443,-0.16603318962851463,0.04842374012128259,False
coinbase,BTC-USD,185823148,97999.18,2.400859,2026-05-08 22:16:20.465000+00:00,sell,2026-05-08T23:14:50.675603+00:00,match,235282.21329562,0.10915232916652053,1.471229635498696,0.0023539221520714193,False
coinbase,BTC-USD,185823294,97190.07,1.701921,2026-05-08 22:16:20.637000+00:00,sell,2026-05-08T23:14:50.676090+00:00,match,165409.82112447,-0.6561110884148386,0.3830814577923738,0.0582975234905162,False
coinbase,BTC-USD,185822578,97164.96,0.477722,2026-05-08 22:16:20.977000+00:00,sell,2026-05-08T23:14:50.673825+00:00,match,46417.83902112,-0.68024679156165,-1.424116178384635,0.03465096434161574,False
coinbase,BTC-USD,185823676,99760.93,2.12371,2026-05-08 22:16:22.945000+00:00,sell,2026-05-08T23:14:50.677297+00:00,match,211863.2846503,1.7274320656632782,1.1002829331331467,-0.003743100253296716,True
coinbase,BTC-USD,185822774,98976.73,0.739551,2026-05-08 22:16:23.707000+00:00,buy,2026-05-08T23:14:50.674354+00:00,match,73198.33964822999,0.9735240446896292,-1.0431692218952164,0.04394021489833222,False
coinbase,BTC-USD,185822506,97512.04,0.556162,2026-05-08 22:16:23.921000+00:00,sell,2026-05-08T23:14:50.673630+00:00,match,54232.49119048,-0.4035281297736161,-1.3131759983568483,0.047334341011831316,False
coinbase,BTC-USD,185822576,97160.11,0.887127,2026-05-08 22:16:25.629000+00:00,sell,2026-05-08T23:14:50.673820+00:00,match,86193.35690397,-0.7351262930074749,-0.8295141881495147,0.061007232304148395,False
coinbase,BTC-USD,185822734,99589.43,0.723689,2026-05-08 22:16:25.663000+00:00,buy,2026-05-08T23:14:50.674246+00:00,match,72071.77500727,1.5112901210088578,-1.0303174304979403,0.02157933760695352,False
coinbase,BTC-USD,185822940,99186.13,0.861388,2026-05-08 22:16:25.713000+00:00,buy,2026-05-08T23:14:50.674859+00:00,match,85437.74214844001,1.113039050035898,-0.8243742238034275,0.05112496033547387,False
coinbase,BTC-USD,185822572,97052.63,1.827592,2026-05-08 22:16:26.513000+00:00,sell,2026-05-08T23:14:50.673809+00:00,match,177372.61016696002,-0.889175013119332,0.6104659765793605,0.060042222427112546,False
coinbase,BTC-USD,185822482,96634.76,0.327283,2026-05-08 22:16:26.643000+00:00,sell,2026-05-08T23:14:50.673562+00:00,match,31626.91415708,-1.272250203770225,-1.6375842573128883,0.015061996099978492,False
coinbase,BTC-USD,185823228,97600.04,0.184366,2026-05-08 22:16:26.961000+00:00,sell,2026-05-08T23:14:50.675870+00:00,match,17994.12897464,-0.3767781595408606,-1.7991779019080116,0.016733927409768645,False
coinbase,BTC-USD,185822584,97314.49,0.677364,2026-05-08 22:16:27.681000+00:00,buy,2026-05-08T23:14:50.673841+00:00,match,65917.33220436,-0.6484524363020459,-1.05750432821621,0.0491620233638127,False
coinbase,BTC-USD,185822694,99268.97,0.582573,2026-05-08 22:16:29.937000+00:00,buy,2026-05-08T23:14:50.674139+00:00,match,57831.42165981,1.1656798047833283,-1.1603651170394516,0.04008859285746258,False
coinbase,BTC-USD,185823694,99869.65,2.050353,2026-05-08 22:16:30.669000+00:00,sell,2026-05-08T23:14:50.677355+00:00,match,204768.03648644997,1.6864956953044674,1.0878059111436125,0.002181178032947928,False
coinbase,BTC-USD,185822600,97402.09,0.203061,2026-05-08 22:16:32.381000+00:00,buy,2026-05-08T23:14:50.673884+00:00,match,19778.56579749,-0.6086685464660202,-1.7019464933027029,0.0353397063428359,False
coinbase,BTC-USD,185823146,98093.66,1.272111,2026-05-08 22:16:33.433000+00:00,buy,2026-05-08T23:14:50.675596+00:00,match,124786.02391626,0.03274661389298123,-0.1267070353288377,0.05806596885381876,False
coinbase,BTC-USD,185822562,97176.13,0.409498,2026-05-08 22:16:33.723000+00:00,buy,2026-05-08T23:14:50.673782+00:00,match,39793.43088274,-0.8307463140624035,-1.3876289138882345,0.04531456055438221,False
coinbase,BTC-USD,185823072,99118.56,1.127557,2026-05-08 22:16:35.613000+00:00,sell,2026-05-08T23:14:50.675364+00:00,match,111761.82615792,0.967422562421716,-0.29041429474518754,0.06545415871347704,False
coinbase,BTC-USD,185822488,96765.48,2.468084,2026-05-08 22:16:36.237000+00:00,buy,2026-05-08T23:14:50.673579+00:00,match,238825.33294032,-1.2169080981765594,1.5992637387564426,-0.048989986891229687,True
coinbase,BTC-USD,185822498,97078.68,2.086504,2026-05-08 22:16:37.485000+00:00,buy,2026-05-08T23:14:50.673607+00:00,match,202555.05413472,-0.9294347797258621,1.0363044065284983,0.039846300113877686,False
coinbase,BTC-USD,185822586,97224.44,1.846538,2026-05-08 22:16:37.857000+00:00,sell,2026-05-08T23:14:50.673847+00:00,match,179528.62298872002,-0.7973986627475975,0.6895567508395125,0.061555754477450875,False
coinbase,BTC-USD,185822492,96956.15,0.509073,2026-05-08 22:16:38.513000+00:00,sell,2026-05-08T23:14:50.673591+00:00,match,49357.75814894999,-1.0414757420838239,-1.2540997879628752,0.042724207445894,False
coinbase,BTC-USD,185823876,99018.92,2.175707,2026-05-08 22:16:39.009000+00:00,sell,2026-05-08T23:14:50.677905+00:00,match,215436.15737644,0.8580499617045269,1.223499670280398,0.04935614631908736,False
coinbase,BTC-USD,185823884,99228.08,2.079241,2026-05-08 22:16:39.601000+00:00,sell,2026-05-08T23:14:50.677925+00:00,match,206319.09228728,1.0320435140490327,1.092807197606909,0.04566801655276986,False
coinbase,BTC-USD,185824660,95575.48,2.363077,2026-05-08 22:16:43.073000+00:00,buy,2026-05-08T23:14:50.680300+00:00,match,225852.21855196,-2.3049869302339614,1.3752338767676775,-0.05424083088501708,True
coinbase,BTC-USD,185822510,97414.02,0.999256,2026-05-08 22:16:43.177000+00:00,sell,2026-05-08T23:14:50.673640+00:00,match,97341.54396912,-0.6374450360172962,-0.5527494497045917,0.061261768425874163,False
coinbase,BTC-USD,185823708,99483.65,1.861002,2026-05-08 22:16:43.425000+00:00,sell,2026-05-08T23:14:50.677400+00:00,match,185139.2716173,1.229451972177942,0.7508497024259192,0.04657371299021773,False
coinbase,BTC-USD,185823608,98524.66,2.424294,2026-05-08 22:16:44.293000+00:00,buy,2026-05-08T23:14:50.677091+00:00,match,238852.74209004003,0.3658304155820111,1.5341446552882794,-0.0184489913798761,True
