source,product_id,trade_id,price,quantity,trade_time,side,collected_at,raw_type,trade_value,price_zscore,trade_value_zscore,is_anomaly
coinbase,BTC-USD,185822432,97007.82,2.282849,2026-05-08 22:15:14.893000+00:00,sell,2026-05-08T23:14:50.673422+00:00,match,221454.20487918003,-0.05577359179020752,1.1350601931631321,False
coinbase,BTC-USD,185822448,97000.31,2.079181,2026-05-08 22:15:15.117000+00:00,buy,2026-05-08T23:14:50.673466+00:00,match,201681.20154611,-0.07988689216963588,0.8357413647774339,False
coinbase,BTC-USD,185822434,96903.88,0.349162,2026-05-08 22:15:17.051000+00:00,sell,2026-05-08T23:14:50.673428+00:00,match,33835.15254856,-0.40637889211887535,-1.4029942361748455,False
coinbase,BTC-USD,185822592,97224.05,0.460991,2026-05-08 22:15:18.573000+00:00,sell,2026-05-08T23:14:50.673863+00:00,match,44819.41203355,0.7047367940525547,-1.1998796452063962,False
coinbase,BTC-USD,185822696,99357.87,0.274905,2026-05-08 22:15:19.641000+00:00,buy,2026-05-08T23:14:50.674144+00:00,match,27313.97525235,4.442756941339061,-1.3639385573735985,True
coinbase,BTC-USD,185822442,96924.66,1.08697,2026-05-08 22:15:20.043000+00:00,buy,2026-05-08T23:14:50.673449+00:00,match,105354.1976802,-0.34688955199631305,-0.32797902147800084,False
coinbase,BTC-USD,185822564,97146.01,1.787565,2026-05-08 22:15:21.833000+00:00,buy,2026-05-08T23:14:50.673787+00:00,match,173654.80736565,0.09445890386361645,0.5751355883190757,False
coinbase,BTC-USD,185822458,96902.32,2.263559,2026-05-08 22:15:24.069000+00:00,buy,2026-05-08T23:14:50.673492+00:00,match,219344.11855688,-0.3941225279209888,1.1510300545708292,False
coinbase,BTC-USD,185822502,97319.01,0.59192,2026-05-08 22:15:25.053000+00:00,buy,2026-05-08T23:14:50.673618+00:00,match,57605.0683992,0.4563814963292249,-0.9964528238554142,False
coinbase,BTC-USD,185822724,99565.9,1.852449,2026-05-08 22:15:25.617000+00:00,buy,2026-05-08T23:14:50.674219+00:00,match,184440.7518891,3.8024808170670505,0.6958721886530871,True
coinbase,BTC-USD,185822478,96668.14,1.688064,2026-05-08 22:15:25.719000+00:00,sell,2026-05-08T23:14:50.673552+00:00,match,163182.00708096,-0.7798512333844559,0.40104228595585023,False
coinbase,BTC-USD,185822452,96999.38,2.181095,2026-05-08 22:15:27.313000+00:00,buy,2026-05-08T23:14:50.673476+00:00,match,211564.8627211,-0.24757758116737985,1.0350002616645995,False
coinbase,BTC-USD,185823096,99170.98,0.81829,2026-05-08 22:15:28.293000+00:00,buy,2026-05-08T23:14:50.675432+00:00,match,81150.62122419999,2.8394033340645293,-0.7375332616020678,False
coinbase,BTC-USD,185822606,97631.68,2.066595,2026-05-08 22:15:28.697000+00:00,buy,2026-05-08T23:14:50.673900+00:00,match,201765.14172959997,0.6048574639054767,0.9043035773003939,False
coinbase,BTC-USD,185822472,96739.95,1.962845,2026-05-08 22:15:28.713000+00:00,sell,2026-05-08T23:14:50.673535+00:00,match,189885.52715775,-0.6815289786476116,0.7259409519606378,False
coinbase,BTC-USD,185822446,96890.23,0.403956,2026-05-08 22:15:29.297000+00:00,buy,2026-05-08T23:14:50.673460+00:00,match,39139.38974988,-0.45437196155589865,-1.3232426008215898,False
coinbase,BTC-USD,185822462,96795.78,1.647491,2026-05-08 22:15:29.423000+00:00,sell,2026-05-08T23:14:50.673503+00:00,match,159470.17638798,-0.5848489656681749,0.32862444102342847,False
coinbase,BTC-USD,185823224,97700.95,1.967571,2026-05-08 22:15:32.897000+00:00,buy,2026-05-08T23:14:50.675854+00:00,match,192233.55589245,0.7530617140518757,0.7699752293566119,False
coinbase,BTC-USD,185822444,96926.89,0.266116,2026-05-08 22:15:33.233000+00:00,sell,2026-05-08T23:14:50.673455+00:00,match,25793.79625924,-0.4035938559679248,-1.4981891638055431,False
coinbase,BTC-USD,185822450,97067.8,2.040077,2026-05-08 22:15:33.993000+00:00,buy,2026-05-08T23:14:50.673471+00:00,match,198025.7862206,-0.18782298708083767,0.85566447492591,False
coinbase,BTC-USD,185822520,97479.21,0.947925,2026-05-08 22:15:34.521000+00:00,sell,2026-05-08T23:14:50.673668+00:00,match,92402.98013925,0.4371432871461723,-0.5936352939032066,False
coinbase,BTC-USD,185822950,99195.88,1.04816,2026-05-08 22:15:34.789000+00:00,buy,2026-05-08T23:14:50.674889+00:00,match,103973.1535808,2.7843095821998527,-0.42735476632515557,False
coinbase,BTC-USD,185822524,97480.28,2.399584,2026-05-08 22:15:35.137000+00:00,buy,2026-05-08T23:14:50.673679+00:00,match,233912.12020352,0.3391780344292325,1.3536269523350912,False
coinbase,BTC-USD,185823110,98969.44,1.112723,2026-05-08 22:15:36.741000+00:00,sell,2026-05-08T23:14:50.675477+00:00,match,110125.57218512,2.310081977250367,-0.36240230266497925,False
coinbase,BTC-USD,185822756,99366.92,1.385835,2026-05-08 22:15:36.769000+00:00,sell,2026-05-08T23:14:50.674305+00:00,match,137706.15557819998,2.616204806340993,0.024149658462015552,False
coinbase,BTC-USD,185822536,97192.51,1.369725,2026-05-08 22:15:37.173000+00:00,sell,2026-05-08T23:14:50.673711+00:00,match,133127.01075975,-0.1628499970080709,-0.04033978863164032,False
coinbase,BTC-USD,185822644,98499.36,2.424895,2026-05-08 22:15:37.769000+00:00,sell,2026-05-08T23:14:50.674005+00:00,match,238850.6055672,1.4771363431888818,1.428841051534253,False
coinbase,BTC-USD,185822852,99411.04,1.409089,2026-05-08 22:15:38.193000+00:00,buy,2026-05-08T23:14:50.674573+00:00,match,140079.00294256,2.456006004045477,0.030219910469825275,False
coinbase,BTC-USD,185822680,99275.43,0.553496,2026-05-08 22:15:38.645000+00:00,sell,2026-05-08T23:14:50.674102+00:00,match,54948.55340327999,2.16621937204074,-1.1605885975895776,False
coinbase,BTC-USD,185822500,97194.87,0.52527,2026-05-08 22:15:40.041000+00:00,buy,2026-05-08T23:14:50.673613+00:00,match,51053.5493649,-0.2544524172870069,-1.1889935948377592,False
coinbase,BTC-USD,185822702,99283.79,2.410069,2026-05-08 22:15:41.133000+00:00,sell,2026-05-08T23:14:50.674160+00:00,match,239280.78448151,2.090343756203692,1.4394952284478768,False
coinbase,BTC-USD,185822470,96616.32,0.534447,2026-05-08 22:15:41.191000+00:00,buy,2026-05-08T23:14:50.673530+00:00,match,51636.30237504,-0.9263944882403701,-1.1695507886965775,False
coinbase,BTC-USD,185822504,97407.25,2.160174,2026-05-08 22:15:42.009000+00:00,sell,2026-05-08T23:14:50.673624+00:00,match,210416.6088615,-0.026062153970647844,1.0325700210300266,False
coinbase,BTC-USD,185823158,97988.4,1.733683,2026-05-08 22:15:42.147000+00:00,sell,2026-05-08T23:14:50.675635+00:00,match,169880.8232772,0.6335790588323704,0.4612217540741994,False
coinbase,BTC-USD,185823374,97045.46,1.64731,2026-05-08 22:15:42.621000+00:00,sell,2026-05-08T23:14:50.676345+00:00,match,159863.95671260002,-0.450131313274392,0.31734191785088595,False
coinbase,BTC-USD,185822886,99060.6,1.701849,2026-05-08 22:15:44.709000+00:00,buy,2026-05-08T23:14:50.674688+00:00,match,168586.18304940002,1.8225206076660023,0.4367611792688005,False
coinbase,BTC-USD,185822456,96981.19,0.84528,2026-05-08 22:15:45.849000+00:00,buy,2026-05-08T23:14:50.673487+00:00,match,81976.26028320001,-0.5388610359530668,-0.7893774029000227,False
coinbase,BTC-USD,185822820,99226.9,0.878932,2026-05-08 22:15:46.161000+00:00,sell,2026-05-08T23:14:50.674478+00:00,match,87213.6976708,1.9524953932394113,-0.7058679061056707,False
coinbase,BTC-USD,185822460,96913.73,1.808409,2026-05-08 22:15:49.185000+00:00,sell,2026-05-08T23:14:50.673498+00:00,match,175259.66155557,-0.6260335285446542,0.5544997160239121,False
coinbase,BTC-USD,185822486,96733.07,2.198188,2026-05-08 22:15:50.317000+00:00,sell,2026-05-08T23:14:50.673573+00:00,match,212637.47367716,-0.818250109913857,1.0765900913363116,False
coinbase,BTC-USD,185822454,97061.35,0.997541,2026-05-08 22:15:50.523000+00:00,sell,2026-05-08T23:14:50.673482+00:00,match,96822.67614035,-0.44457698105139615,-0.5895743990064012,False
coinbase,BTC-USD,185822526,97361.37,2.380004,2026-05-08 22:15:51.207000+00:00,sell,2026-05-08T23:14:50.673684+00:00,match,231720.45004548,-0.10388634436214239,1.3390663683049684,False
coinbase,BTC-USD,185822650,98655.36,1.759757,2026-05-08 22:15:51.363000+00:00,sell,2026-05-08T23:14:50.674021+00:00,match,173609.46034752,1.3444833968647232,0.49654521239937505,False
coinbase,BTC-USD,185822758,99398.22,1.253468,2026-05-08 22:15:51.569000+00:00,sell,2026-05-08T23:14:50.674310+00:00,match,124592.48802696,2.098857611107587,-0.21266553316743234,False
coinbase,BTC-USD,185822876,99263.44,1.003528,2026-05-08 22:15:51.921000+00:00,buy,2026-05-08T23:14:50.674654+00:00,match,99613.64141632,1.8849601508227374,-0.5720052371763845,False
coinbase,BTC-USD,185822910,99521.76,1.807822,2026-05-08 22:15:53.421000+00:00,buy,2026-05-08T23:14:50.674768+00:00,match,179917.62720672,2.081140406412723,0.6007277148213169,False
coinbase,BTC-USD,185822704,99347.05,1.108961,2026-05-08 22:15:53.453000+00:00,sell,2026-05-08T23:14:50.674166+00:00,match,110172.00391505,1.8375957974484234,-0.42406197159854486,False
coinbase,BTC-USD,185823330,96818.32,1.714381,2026-05-08 22:15:54.015000+00:00,sell,2026-05-08T23:14:50.676205+00:00,match,165983.48825992,-0.7779543008263956,0.4003810368063833,False
coinbase,BTC-USD,185823258,97472.58,2.292913,2026-05-08 22:15:54.123000+00:00,sell,2026-05-08T23:14:50.675970+00:00,match,223496.14582554,-0.09648800006653704,1.2365012833634303,False
coinbase,BTC-USD,185823518,97974.02,2.411429,2026-05-08 22:15:57.033000+00:00,buy,2026-05-08T23:14:50.676795+00:00,match,236257.39307458,0.42551951164626095,1.397633169492605,False
coinbase,BTC-USD,185822558,97076.59,2.374034,2026-05-08 22:15:57.541000+00:00,buy,2026-05-08T23:14:50.673771+00:00,match,230463.12526406,-0.5156595014598593,1.288858134444374,False
coinbase,BTC-USD,185823004,99444.35,1.408818,2026-05-08 22:15:59.937000+00:00,buy,2026-05-08T23:14:50.675088+00:00,match,140098.9902783,1.928715628457421,-0.038416008734788905,False
coinbase,BTC-USD,185822508,97372.69,0.482905,2026-05-08 22:15:59.985000+00:00,sell,2026-05-08T23:14:50.673635+00:00,match,47021.75886445,-0.22228334356453722,-1.3879590936579234,False
coinbase,BTC-USD,185823058,99235.56,1.080393,2026-05-08 22:16:01.087000+00:00,buy,2026-05-08T23:14:50.675326+00:00,match,107213.40437508,1.6827034280672475,-0.49945102988084195,False
coinbase,BTC-USD,185822712,99570.09,1.185722,2026-05-08 22:16:01.473000+00:00,buy,2026-05-08T23:14:50.674187+00:00,match,118062.44625498,1.965108704977092,-0.3369025672033848,False
coinbase,BTC-USD,185822808,99122.58,2.028763,2026-05-08 22:16:01.557000+00:00,sell,2026-05-08T23:14:50.674445+00:00,match,201096.22276854,1.4814006498060597,0.886240991195782,False
coinbase,BTC-USD,185823772,99333.17,2.448146,2026-05-08 22:16:02.753000+00:00,buy,2026-05-08T23:14:50.677581+00:00,match,243182.10280282,1.6538870220808206,1.4821228721587991,False
coinbase,BTC-USD,185823836,98994.7,2.419752,2026-05-08 22:16:03.297000+00:00,sell,2026-05-08T23:14:50.677784+00:00,match,239542.62331439997,1.2958623582824067,1.4025512429672264,False
coinbase,BTC-USD,185822710,99514.32,0.996886,2026-05-08 22:16:03.385000+00:00,sell,2026-05-08T23:14:50.674182+00:00,match,99204.43240752,1.7650620101375678,-0.6499093069200426,False
coinbase,BTC-USD,185822518,97431.0,1.667266,2026-05-08 22:16:06.781000+00:00,sell,2026-05-08T23:14:50.673662+00:00,match,162443.39364599998,-0.2683377967840722,0.27893095163225384,False
coinbase,BTC-USD,185822496,97065.41,1.379246,2026-05-08 22:16:08.373000+00:00,buy,2026-05-08T23:14:50.673602+00:00,match,133877.07848086,-0.6223979157564126,-0.14292393031218942,False
coinbase,BTC-USD,185822700,99296.28,1.283144,2026-05-08 22:16:09.297000+00:00,sell,2026-05-08T23:14:50.674155+00:00,match,127411.42590432,1.5457089365518224,-0.23771201901491515,False
coinbase,BTC-USD,185822628,98016.59,1.619309,2026-05-08 22:16:09.513000+00:00,sell,2026-05-08T23:14:50.673961+00:00,match,158719.14633631002,0.29289400202128274,0.22945320901387373,False
coinbase,BTC-USD,185822768,99069.59,1.772114,2026-05-08 22:16:10.061000+00:00,sell,2026-05-08T23:14:50.674337+00:00,match,175562.60741326,1.3073181571350925,0.4795829152926194,False
coinbase,BTC-USD,185822952,99224.98,1.758245,2026-05-08 22:16:11.133000+00:00,buy,2026-05-08T23:14:50.674895+00:00,match,174461.8249601,1.4342881103643876,0.4598423910373415,False
coinbase,BTC-USD,185823598,98801.89,1.19272,2026-05-08 22:16:11.321000+00:00,sell,2026-05-08T23:14:50.677060+00:00,match,117842.9902408,1.0113505146037423,-0.3971708350879823,False
coinbase,BTC-USD,185823754,99177.11,1.246656,2026-05-08 22:16:12.535000+00:00,sell,2026-05-08T23:14:50.677526+00:00,match,123639.73924416,1.354780201253129,-0.30692971917347533,False
coinbase,BTC-USD,185822670,98842.16,0.439183,2026-05-08 22:16:13.233000+00:00,sell,2026-05-08T23:14:50.674075+00:00,match,43409.79635528,1.0192541802229202,-1.5093449126569871,False
coinbase,BTC-USD,185822718,99743.78,0.56069,2026-05-08 22:16:13.599000+00:00,sell,2026-05-08T23:14:50.674203+00:00,match,55925.3400082,1.8464282597876533,-1.2998110877670455,False
coinbase,BTC-USD,185822690,99309.72,0.474602,2026-05-08 22:16:14.073000+00:00,sell,2026-05-08T23:14:50.674128+00:00,match,47132.59173144,1.409313819338971,-1.4103056090205424,False
coinbase,BTC-USD,185822832,99018.63,0.339407,2026-05-08 22:16:15.093000+00:00,sell,2026-05-08T23:14:50.674509+00:00,match,33607.61615241,1.1195612876608927,-1.5843097018263144,False
coinbase,BTC-USD,185822480,96702.76,1.04812,2026-05-08 22:16:15.333000+00:00,sell,2026-05-08T23:14:50.673557+00:00,match,101356.09681119998,-1.0640967476392265,-0.5673046646061587,False
coinbase,BTC-USD,185822936,99304.1,1.275987,2026-05-08 22:16:16.085000+00:00,sell,2026-05-08T23:14:50.674847+00:00,match,126710.7406467,1.3792709642547423,-0.18582429346955712,False
coinbase,BTC-USD,185822514,97468.62,1.278607,2026-05-08 22:16:16.149000+00:00,buy,2026-05-08T23:14:50.673651+00:00,match,124624.05981234,-0.3491846299825845,-0.21615541284964657,False
coinbase,BTC-USD,185822692,99175.83,0.83384,2026-05-08 22:16:16.633000+00:00,buy,2026-05-08T23:14:50.674134+00:00,match,82696.7740872,1.2511766899205927,-0.8443053012703754,False
coinbase,BTC-USD,185822816,99223.66,1.298238,2026-05-08 22:16:19.149000+00:00,sell,2026-05-08T23:14:50.674467+00:00,match,128815.92591108,1.269090685763443,-0.16603318962851463,False
coinbase,BTC-USD,185823148,97999.18,2.400859,2026-05-08 22:16:20.465000+00:00,sell,2026-05-08T23:14:50.675603+00:00,match,235282.21329562,0.10915232916652053,1.471229635498696,False
coinbase,BTC-USD,185823294,97190.07,1.701921,2026-05-08 22:16:20.637000+00:00,sell,2026-05-08T23:14:50.676090+00:00,match,165409.82112447,-0.6561110884148386,0.3830814577923738,False
coinbase,BTC-USD,185822578,97164.96,0.477722,2026-05-08 22:16:20.977000+00:00,sell,2026-05-08T23:14:50.673825+00:00,match,46417.83902112,-0.68024679156165,-1.424116178384635,False
coinbase,BTC-USD,185823676,99760.93,2.12371,2026-05-08 22:16:22.945000+00:00,sell,2026-05-08T23:14:50.677297+00:00,match,211863.2846503,1.7274320656632782,1.1002829331331467,False
coinbase,BTC-USD,185822774,98976.73,0.739551,2026-05-08 22:16:23.707000+00:00,buy,2026-05-08T23:14:50.674354+00:00,match,73198.33964822999,0.9735240446896292,-1.0431692218952164,False
coinbase,BTC-USD,185822506,97512.04,0.556162,2026-05-08 22:16:23.921000+00:00,sell,2026-05-08T23:14:50.673630+00:00,match,54232.49119048,-0.4035281297736161,-1.3131759983568483,False
coinbase,BTC-USD,185822576,97160.11,0.887127,2026-05-08 22:16:25.629000+00:00,sell,2026-05-08T23:14:50.673820+00:00,match,86193.35690397,-0.7351262930074749,-0.8295141881495147,False
coinbase,BTC-USD,185822734,99589.43,0.723689,2026-05-08 22:16:25.663000+00:00,buy,2026-05-08T23:14:50.674246+00:00,match,72071.77500727,1.5112901210088578,-1.0303174304979403,False
coinbase,BTC-USD,185822940,99186.13,0.861388,2026-05-08 22:16:25.713000+00:00,buy,2026-05-08T23:14:50.674859+00:00,match,85437.74214844001,1.113039050035898,-0.8243742238034275,False
coinbase,BTC-USD,185822572,97052.63,1.827592,2026-05-08 22:16:26.513000+00:00,sell,2026-05-08T23:14:50.673809+00:00,match,177372.61016696002,-0.889175013119332,0.6104659765793605,False
coinbase,BTC-USD,185822482,96634.76,0.327283,2026-05-08 22:16:26.643000+00:00,sell,2026-05-08T23:14:50.673562+00:00,match,31626.91415708,-1.272250203770225,-1.6375842573128883,False
coinbase,BTC-USD,185823228,97600.04,0.184366,2026-05-08 22:16:26.961000+00:00,sell,2026-05-08T23:14:50.675870+00:00,match,17994.12897464,-0.3767781595408606,-1.7991779019080116,False
coinbase,BTC-USD,185822584,97314.49,0.677364,2026-05-08 22:16:27.681000+00:00,buy,2026-05-08T23:14:50.673841+00:00,match,65917.33220436,-0.6484524363020459,-1.05750432821621,False
coinbase,BTC-USD,185822694,99268.97,0.582573,2026-05-08 22:16:29.937000+00:00,buy,2026-05-08T23:14:50.674139+00:00,match,57831.42165981,1.1656798047833283,-1.1603651170394516,False
coinbase,BTC-USD,185823694,99869.65,2.050353,2026-05-08 22:16:30.669000+00:00,sell,2026-05-08T23:14:50.677355+00:00,match,204768.03648644997,1.6864956953044674,1.0878059111436125,False
coinbase,BTC-USD,185822600,97402.09,0.203061,2026-05-08 22:16:32.381000+00:00,buy,2026-05-08T23:14:50.673884+00:00,match,19778.56579749,-0.6086685464660202,-1.7019464933027029,False
coinbase,BTC-USD,185823146,98093.66,1.272111,2026-05-08 22:16:33.433000+00:00,buy,2026-05-08T23:14:50.675596+00:00,match,124786.02391626,0.03274661389298123,-0.1267070353288377,False
coinbase,BTC-USD,185822562,97176.13,0.409498,2026-05-08 22:16:33.723000+00:00,buy,2026-05-08T23:14:50.673782+00:00,match,39793.43088274,-0.8307463140624035,-1.3876289138882345,False
coinbase,BTC-USD,185823072,99118.56,1.127557,2026-05-08 22:16:35.613000+00:00,sell,2026-05-08T23:14:50.675364+00:00,match,111761.82615792,0.967422562421716,-0.29041429474518754,False
coinbase,BTC-USD,185822488,96765.48,2.468084,2026-05-08 22:16:36.237000+00:00,buy,2026-05-08T23:14:50.673579+00:00,match,238825.33294032,-1.2169080981765594,1.5992637387564426,False
coinbase,BTC-USD,185822498,97078.68,2.086504,2026-05-08 22:16:37.485000+00:00,buy,2026-05-08T23:14:50.673607+00:00,match,202555.05413472,-0.9294347797258621,1.0363044065284983,False
coinbase,BTC-USD,185822586,97224.44,1.846538,2026-05-08 22:16:37.857000+00:00,sell,2026-05-08T23:14:50.673847+00:00,match,179528.62298872002,-0.7973986627475975,0.6895567508395125,False
coinbase,BTC-USD,185822492,96956.15,0.509073,2026-05-08 22:16:38.513000+00:00,sell,2026-05-08T23:14:50.673591+00:00,match,49357.75814894999,-1.0414757420838239,-1.2540997879628752,False
coinbase,BTC-USD,185823876,99018.92,2.175707,2026-05-08 22:16:39.009000+00:00,sell,2026-05-08T23:14:50.677905+00:00,match,215436.15737644,0.8580499617045269,1.223499670280398,False
coinbase,BTC-USD,185823884,99228.08,2.079241,2026-05-08 22:16:39.601000+00:00,sell,2026-05-08T23:14:50.677925+00:00,match,206319.09228728,1.0320435140490327,1.092807197606909,False
coinbase,BTC-USD,185824660,95575.48,2.363077,2026-05-08 22:16:43.073000+00:00,buy,2026-05-08T23:14:50.680300+00:00,match,225852.21855196,-2.3049869302339614,1.3752338767676775,False
coinbase,BTC-USD,185822510,97414.02,0.999256,2026-05-08 22:16:43.177000+00:00,sell,2026-05-08T23:14:50.673640+00:00,match,97341.54396912,-0.6374450360172962,-0.5527494497045917,False
coinbase,BTC-USD,185823708,99483.65,1.861002,2026-05-08 22:16:43.425000+00:00,sell,2026-05-08T23:14:50.677400+00:00,match,185139.2716173,1.229451972177942,0.7508497024259192,False
coinbase,BTC-USD,185823608,98524.66,2.424294,2026-05-08 22:16:44.293000+00:00,buy,2026-05-08T23:14:50.677091+00:00,match,238852.74209004003,0.3658304155820111,1.5341446552882794,False
coinbase,BTC-USD,185822546,97087.22,0.879462,2026-05-08 22:16:44.305000+00:00,sell,2026-05-08T23:14:50.673738+00:00,match,85384.52067564,-0.9535915051496882,-0.7872286686476195,False
coinbase,BTC-USD,185822542,97263.6,0.160666,2026-05-08 22:16:45.593000+00:00,sell,2026-05-08T23:14:50.673727+00:00,match,15626.953557600002,-0.7936170393350405,-1.7912312936593566,False
coinbase,BTC-USD,185823060,99147.97,1.880839,2026-05-08 22:16:46.017000+00:00,buy,2026-05-08T23:14:50.675332+00:00,match,186481.36874683,0.9178103689578107,0.7630982413047949,False
coinbase,BTC-USD,185822554,97011.24,1.903098,2026-05-08 22:16:47.965000+00:00,sell,2026-05-08T23:14:50.673760+00:00,match,184621.89682152,-1.042687140899413,0.7193547376842734,False
coinbase,BTC-USD,185824278,98036.28,1.923071,2026-05-08 22:16:48.231000+00:00,buy,2026-05-08T23:14:50.679135+00:00,match,188530.72701588,-0.08869949755377202,0.7771641562939033,False
coinbase,BTC-USD,185823336,96995.89,0.738448,2026-05-08 22:16:50.793000+00:00,sell,2026-05-08T23:14:50.676227+00:00,match,71626.42097872,-1.0587797164255897,-0.9625813676910341,False
coinbase,BTC-USD,185822612,97637.11,1.680737,2026-05-08 22:16:50.873000+00:00,buy,2026-05-08T23:14:50.673916+00:00,match,164102.30335007,-0.47105309139099,0.4315795619923232,False
coinbase,BTC-USD,185823010,99439.15,1.092777,2026-05-08 22:16:53.263000+00:00,sell,2026-05-08T23:14:50.675109+00:00,match,108664.81601955,1.205246916145296,-0.40836145821973163,False
coinbase,BTC-USD,185822598,97470.91,2.475079,2026-05-08 22:16:56.223000+00:00,buy,2026-05-08T23:14:50.673879+00:00,match,241248.20245189,-0.6249602985514887,1.5749834994835632,False
coinbase,BTC-USD,185823198,97356.96,2.040731,2026-05-08 22:16:59.577000+00:00,buy,2026-05-08T23:14:50.675770+00:00,match,198679.36633776003,-0.7410846396249856,0.9348959103540261,False
coinbase,BTC-USD,185822744,99290.97,0.554008,2026-05-08 22:17:01.481000+00:00,buy,2026-05-08T23:14:50.674273+00:00,match,55007.99170776,1.047620128188135,-1.2211234694639341,False
coinbase,BTC-USD,185824284,98129.11,1.106502,2026-05-08 22:17:01.713000+00:00,buy,2026-05-08T23:14:50.679151+00:00,match,108580.05647322,-0.05408433609525692,-0.40921805445761,False
