source,product_id,trade_id,price,quantity,trade_time,side,collected_at,raw_type,trade_value
coinbase,BTC-USD,185822484,96622.67,2.496136,2026-05-08 22:15:08.961000+00:00,buy,2026-05-08T23:14:50.673568+00:00,match,241183.32500312
coinbase,BTC-USD,185822566,97232.34,1.414875,2026-05-08 22:15:11.309000+00:00,sell,2026-05-08T23:14:50.673792+00:00,match,137571.60705750002
coinbase,BTC-USD,185822602,97457.42,1.174834,2026-05-08 22:15:12.713000+00:00,buy,2026-05-08T23:14:50.673889+00:00,match,114496.29056827999
coinbase,BTC-USD,185822490,96892.9,0.335814,2026-05-08 22:15:12.981000+00:00,buy,2026-05-08T23:14:50.673585+00:00,match,32537.9923206
coinbase,BTC-USD,185822556,97002.6,1.872586,2026-05-08 22:15:13.137000+00:00,sell,2026-05-08T23:14:50.673765+00:00,match,181645.71072360003
coinbase,BTC-USD,185822528,97286.84,1.187893,2026-05-08 22:15:13.757000+00:00,sell,2026-05-08T23:14:50.673689+00:00,match,115566.35622812
coinbase,BTC-USD,185822438,96900.8,1.980219,2026-05-08 22:15:14.437000+00:00,buy,2026-05-08T23:14:50.673439+00:00,match,191884.8052752
coinbase,BTC-USD,185822432,97007.82,2.282849,2026-05-08 22:15:14.893000+00:00,sell,2026-05-08T23:14:50.673422+00:00,match,221454.20487918003
coinbase,BTC-USD,185822448,97000.31,2.079181,2026-05-08 22:15:15.117000+00:00,buy,2026-05-08T23:14:50.673466+00:00,match,201681.20154611
coinbase,BTC-USD,185822434,96903.88,0.349162,2026-05-08 22:15:17.051000+00:00,sell,2026-05-08T23:14:50.673428+00:00,match,33835.15254856
coinbase,BTC-USD,185822592,97224.05,0.460991,2026-05-08 22:15:18.573000+00:00,sell,2026-05-08T23:14:50.673863+00:00,match,44819.41203355
coinbase,BTC-USD,185822696,99357.87,0.274905,2026-05-08 22:15:19.641000+00:00,buy,2026-05-08T23:14:50.674144+00:00,match,27313.97525235
coinbase,BTC-USD,185822442,96924.66,1.08697,2026-05-08 22:15:20.043000+00:00,buy,2026-05-08T23:14:50.673449+00:00,match,105354.1976802
coinbase,BTC-USD,185822564,97146.01,1.787565,2026-05-08 22:15:21.833000+00:00,buy,2026-05-08T23:14:50.673787+00:00,match,173654.80736565
coinbase,BTC-USD,185822458,96902.32,2.263559,2026-05-08 22:15:24.069000+00:00,buy,2026-05-08T23:14:50.673492+00:00,match,219344.11855688
coinbase,BTC-USD,185822502,97319.01,0.59192,2026-05-08 22:15:25.053000+00:00,buy,2026-05-08T23:14:50.673618+00:00,match,57605.0683992
coinbase,BTC-USD,185822724,99565.9,1.852449,2026-05-08 22:15:25.617000+00:00,buy,2026-05-08T23:14:50.674219+00:00,match,184440.75188909998
coinbase,BTC-USD,185822478,96668.14,1.688064,2026-05-08 22:15:25.719000+00:00,sell,2026-05-08T23:14:50.673552+00:00,match,163182.00708096
coinbase,BTC-USD,185822452,96999.38,2.181095,2026-05-08 22:15:27.313000+00:00,buy,2026-05-08T23:14:50.673476+00:00,match,211564.8627211
coinbase,BTC-USD,185823096,99170.98,0.81829,2026-05-08 22:15:28.293000+00:00,buy,2026-05-08T23:14:50.675432+00:00,match,81150.62122419999
coinbase,BTC-USD,185822606,97631.68,2.066595,2026-05-08 22:15:28.697000+00:00,buy,2026-05-08T23:14:50.673900+00:00,match,201765.14172959997
coinbase,BTC-USD,185822472,96739.95,1.962845,2026-05-08 22:15:28.713000+00:00,sell,2026-05-08T23:14:50.673535+00:00,match,189885.52715774998
coinbase,BTC-USD,185822446,96890.23,0.403956,2026-05-08 22:15:29.297000+00:00,buy,2026-05-08T23:14:50.673460+00:00,match,39139.38974988
coinbase,BTC-USD,185822462,96795.78,1.647491,2026-05-08 22:15:29.423000+00:00,sell,2026-05-08T23:14:50.673503+00:00,match,159470.17638798
coinbase,BTC-USD,185823224,97700.95,1.967571,2026-05-08 22:15:32.897000+00:00,buy,2026-05-08T23:14:50.675854+00:00,match,192233.55589244998
coinbase,BTC-USD,185822444,96926.89,0.266116,2026-05-08 22:15:33.233000+00:00,sell,2026-05-08T23:14:50.673455+00:00,match,25793.79625924
coinbase,BTC-USD,185822450,97067.8,2.040077,2026-05-08 22:15:33.993000+00:00,buy,2026-05-08T23:14:50.673471+00:00,match,198025.7862206
coinbase,BTC-USD,185822520,97479.21,0.947925,2026-05-08 22:15:34.521000+00:00,sell,2026-05-08T23:14:50.673668+00:00,match,92402.98013925001
coinbase,BTC-USD,185822950,99195.88,1.04816,2026-05-08 22:15:34.789000+00:00,buy,2026-05-08T23:14:50.674889+00:00,match,103973.1535808
coinbase,BTC-USD,185822524,97480.28,2.399584,2026-05-08 22:15:35.137000+00:00,buy,2026-05-08T23:14:50.673679+00:00,match,233912.12020352
coinbase,BTC-USD,185823110,98969.44,1.112723,2026-05-08 22:15:36.741000+00:00,sell,2026-05-08T23:14:50.675477+00:00,match,110125.57218511999
coinbase,BTC-USD,185822756,99366.92,1.385835,2026-05-08 22:15:36.769000+00:00,sell,2026-05-08T23:14:50.674305+00:00,match,137706.15557819998
coinbase,BTC-USD,185822536,97192.51,1.369725,2026-05-08 22:15:37.173000+00:00,sell,2026-05-08T23:14:50.673711+00:00,match,133127.01075975
coinbase,BTC-USD,185822644,98499.36,2.424895,2026-05-08 22:15:37.769000+00:00,sell,2026-05-08T23:14:50.674005+00:00,match,238850.6055672
coinbase,BTC-USD,185822852,99411.04,1.409089,2026-05-08 22:15:38.193000+00:00,buy,2026-05-08T23:14:50.674573+00:00,match,140079.00294256
coinbase,BTC-USD,185822680,99275.43,0.553496,2026-05-08 22:15:38.645000+00:00,sell,2026-05-08T23:14:50.674102+00:00,match,54948.55340327999
coinbase,BTC-USD,185822500,97194.87,0.52527,2026-05-08 22:15:40.041000+00:00,buy,2026-05-08T23:14:50.673613+00:00,match,51053.5493649
coinbase,BTC-USD,185822702,99283.79,2.410069,2026-05-08 22:15:41.133000+00:00,sell,2026-05-08T23:14:50.674160+00:00,match,239280.78448151
coinbase,BTC-USD,185822470,96616.32,0.534447,2026-05-08 22:15:41.191000+00:00,buy,2026-05-08T23:14:50.673530+00:00,match,51636.30237504
coinbase,BTC-USD,185822504,97407.25,2.160174,2026-05-08 22:15:42.009000+00:00,sell,2026-05-08T23:14:50.673624+00:00,match,210416.6088615
coinbase,BTC-USD,185823158,97988.4,1.733683,2026-05-08 22:15:42.147000+00:00,sell,2026-05-08T23:14:50.675635+00:00,match,169880.8232772
coinbase,BTC-USD,185823374,97045.46,1.64731,2026-05-08 22:15:42.621000+00:00,sell,2026-05-08T23:14:50.676345+00:00,match,159863.95671260002
coinbase,BTC-USD,185822886,99060.6,1.701849,2026-05-08 22:15:44.709000+00:00,buy,2026-05-08T23:14:50.674688+00:00,match,168586.18304940002
coinbase,BTC-USD,185822456,96981.19,0.84528,2026-05-08 22:15:45.849000+00:00,buy,2026-05-08T23:14:50.673487+00:00,match,81976.26028320001
coinbase,BTC-USD,185822820,99226.9,0.878932,2026-05-08 22:15:46.161000+00:00,sell,2026-05-08T23:14:50.674478+00:00,match,87213.6976708
coinbase,BTC-USD,185822460,96913.73,1.808409,2026-05-08 22:15:49.185000+00:00,sell,2026-05-08T23:14:50.673498+00:00,match,175259.66155557
coinbase,BTC-USD,185822486,96733.07,2.198188,2026-05-08 22:15:50.317000+00:00,sell,2026-05-08T23:14:50.673573+00:00,match,212637.47367716001
coinbase,BTC-USD,185822454,97061.35,0.997541,2026-05-08 22:15:50.523000+00:00,sell,2026-05-08T23:14:50.673482+00:00,match,96822.67614035001
coinbase,BTC-USD,185822526,97361.37,2.380004,2026-05-08 22:15:51.207000+00:00,sell,2026-05-08T23:14:50.673684+00:00,match,231720.45004547999
coinbase,BTC-USD,185822650,98655.36,1.759757,2026-05-08 22:15:51.363000+00:00,sell,2026-05-08T23:14:50.674021+00:00,match,173609.46034752
coinbase,BTC-USD,185822758,99398.22,1.253468,2026-05-08 22:15:51.569000+00:00,sell,2026-05-08T23:14:50.674310+00:00,match,124592.48802696001
coinbase,BTC-USD,185822876,99263.44,1.003528,2026-05-08 22:15:51.921000+00:00,buy,2026-05-08T23:14:50.674654+00:00,match,99613.64141632
coinbase,BTC-USD,185822910,99521.76,1.807822,2026-05-08 22:15:53.421000+00:00,buy,2026-05-08T23:14:50.674768+00:00,match,179917.62720672
coinbase,BTC-USD,185822704,99347.05,1.108961,2026-05-08 22:15:53.453000+00:00,sell,2026-05-08T23:14:50.674166+00:00,match,110172.00391505001
coinbase,BTC-USD,185823330,96818.32,1.714381,2026-05-08 22:15:54.015000+00:00,sell,2026-05-08T23:14:50.676205+00:00,match,165983.48825992
coinbase,BTC-USD,185823258,97472.58,2.292913,2026-05-08 22:15:54.123000+00:00,sell,2026-05-08T23:14:50.675970+00:00,match,223496.14582554
coinbase,BTC-USD,185823518,97974.02,2.411429,2026-05-08 22:15:57.033000+00:00,buy,2026-05-08T23:14:50.676795+00:00,match,236257.39307458
coinbase,BTC-USD,185822558,97076.59,2.374034,2026-05-08 22:15:57.541000+00:00,buy,2026-05-08T23:14:50.673771+00:00,match,230463.12526405999
coinbase,BTC-USD,185823004,99444.35,1.408818,2026-05-08 22:15:59.937000+00:00,buy,2026-05-08T23:14:50.675088+00:00,match,140098.99027829999
coinbase,BTC-USD,185822508,97372.69,0.482905,2026-05-08 22:15:59.985000+00:00,sell,2026-05-08T23:14:50.673635+00:00,match,47021.75886445
coinbase,BTC-USD,185823058,99235.56,1.080393,2026-05-08 22:16:01.087000+00:00,buy,2026-05-08T23:14:50.675326+00:00,match,107213.40437507999
coinbase,BTC-USD,185822712,99570.09,1.185722,2026-05-08 22:16:01.473000+00:00,buy,2026-05-08T23:14:50.674187+00:00,match,118062.44625498
coinbase,BTC-USD,185822808,99122.58,2.028763,2026-05-08 22:16:01.557000+00:00,sell,2026-05-08T23:14:50.674445+00:00,match,201096.22276854
coinbase,BTC-USD,185823772,99333.17,2.448146,2026-05-08 22:16:02.753000+00:00,buy,2026-05-08T23:14:50.677581+00:00,match,243182.10280281998
coinbase,BTC-USD,185823836,98994.7,2.419752,2026-05-08 22:16:03.297000+00:00,sell,2026-05-08T23:14:50.677784+00:00,match,239542.62331439997
coinbase,BTC-USD,185822710,99514.32,0.996886,2026-05-08 22:16:03.385000+00:00,sell,2026-05-08T23:14:50.674182+00:00,match,99204.43240752001
coinbase,BTC-USD,185822518,97431.0,1.667266,2026-05-08 22:16:06.781000+00:00,sell,2026-05-08T23:14:50.673662+00:00,match,162443.39364599998
coinbase,BTC-USD,185822496,97065.41,1.379246,2026-05-08 22:16:08.373000+00:00,buy,2026-05-08T23:14:50.673602+00:00,match,133877.07848086001
coinbase,BTC-USD,185822700,99296.28,1.283144,2026-05-08 22:16:09.297000+00:00,sell,2026-05-08T23:14:50.674155+00:00,match,127411.42590432
coinbase,BTC-USD,185822628,98016.59,1.619309,2026-05-08 22:16:09.513000+00:00,sell,2026-05-08T23:14:50.673961+00:00,match,158719.14633631002
coinbase,BTC-USD,185822768,99069.59,1.772114,2026-05-08 22:16:10.061000+00:00,sell,2026-05-08T23:14:50.674337+00:00,match,175562.60741326
coinbase,BTC-USD,185822952,99224.98,1.758245,2026-05-08 22:16:11.133000+00:00,buy,2026-05-08T23:14:50.674895+00:00,match,174461.8249601
coinbase,BTC-USD,185823598,98801.89,1.19272,2026-05-08 22:16:11.321000+00:00,sell,2026-05-08T23:14:50.677060+00:00,match,117842.9902408
coinbase,BTC-USD,185823754,99177.11,1.246656,2026-05-08 22:16:12.535000+00:00,sell,2026-05-08T23:14:50.677526+00:00,match,123639.73924416
coinbase,BTC-USD,185822670,98842.16,0.439183,2026-05-08 22:16:13.233000+00:00,sell,2026-05-08T23:14:50.674075+00:00,match,43409.79635528
coinbase,BTC-USD,185822718,99743.78,0.56069,2026-05-08 22:16:13.599000+00:00,sell,2026-05-08T23:14:50.674203+00:00,match,55925.3400082
coinbase,BTC-USD,185822690,99309.72,0.474602,2026-05-08 22:16:14.073000+00:00,sell,2026-05-08T23:14:50.674128+00:00,match,47132.59173144
coinbase,BTC-USD,185822832,99018.63,0.339407,2026-05-08 22:16:15.093000+00:00,sell,2026-05-08T23:14:50.674509+00:00,match,33607.61615241
coinbase,BTC-USD,185822480,96702.76,1.04812,2026-05-08 22:16:15.333000+00:00,sell,2026-05-08T23:14:50.673557+00:00,match,101356.09681119998
coinbase,BTC-USD,185822936,99304.1,1.275987,2026-05-08 22:16:16.085000+00:00,sell,2026-05-08T23:14:50.674847+00:00,match,126710.74064670001
coinbase,BTC-USD,185822514,97468.62,1.278607,2026-05-08 22:16:16.149000+00:00,buy,2026-05-08T23:14:50.673651+00:00,match,124624.05981234
coinbase,BTC-USD,185822692,99175.83,0.83384,2026-05-08 22:16:16.633000+00:00,buy,2026-05-08T23:14:50.674134+00:00,match,82696.7740872
coinbase,BTC-USD,185822816,99223.66,1.298238,2026-05-08 22:16:19.149000+00:00,sell,2026-05-08T23:14:50.674467+00:00,match,128815.92591108
coinbase,BTC-USD,185823148,97999.18,2.400859,2026-05-08 22:16:20.465000+00:00,sell,2026-05-08T23:14:50.675603+00:00,match,235282.21329562
coinbase,BTC-USD,185823294,97190.07,1.701921,2026-05-08 22:16:20.637000+00:00,sell,2026-05-08T23:14:50.676090+00:00,match,165409.82112447
coinbase,BTC-USD,185822578,97164.96,0.477722,2026-05-08 22:16:20.977000+00:00,sell,2026-05-08T23:14:50.673825+00:00,match,46417.83902112
coinbase,BTC-USD,185823676,99760.93,2.12371,2026-05-08 22:16:22.945000+00:00,sell,2026-05-08T23:14:50.677297+00:00,match,211863.2846503
coinbase,BTC-USD,185822774,98976.73,0.739551,2026-05-08 22:16:23.707000+00:00,buy,2026-05-08T23:14:50.674354+00:00,match,73198.33964822999
coinbase,BTC-USD,185822506,97512.04,0.556162,2026-05-08 22:16:23.921000+00:00,sell,2026-05-08T23:14:50.673630+00:00,match,54232.49119048
coinbase,BTC-USD,185822576,97160.11,0.887127,2026-05-08 22:16:25.629000+00:00,sell,2026-05-08T23:14:50.673820+00:00,match,86193.35690397
coinbase,BTC-USD,185822734,99589.43,0.723689,2026-05-08 22:16:25.663000+00:00,buy,2026-05-08T23:14:50.674246+00:00,match,72071.77500727
coinbase,BTC-USD,185822940,99186.13,0.861388,2026-05-08 22:16:25.713000+00:00,buy,2026-05-08T23:14:50.674859+00:00,match,85437.74214844001
coinbase,BTC-USD,185822572,97052.63,1.827592,2026-05-08 22:16:26.513000+00:00,sell,2026-05-08T23:14:50.673809+00:00,match,177372.61016696002
coinbase,BTC-USD,185822482,96634.76,0.327283,2026-05-08 22:16:26.643000+00:00,sell,2026-05-08T23:14:50.673562+00:00,match,31626.91415708
coinbase,BTC-USD,185823228,97600.04,0.184366,2026-05-08 22:16:26.961000+00:00,sell,2026-05-08T23:14:50.675870+00:00,match,17994.12897464
coinbase,BTC-USD,185822584,97314.49,0.677364,2026-05-08 22:16:27.681000+00:00,buy,2026-05-08T23:14:50.673841+00:00,match,65917.33220436
coinbase,BTC-USD,185822694,99268.97,0.582573,2026-05-08 22:16:29.937000+00:00,buy,2026-05-08T23:14:50.674139+00:00,match,57831.42165981
coinbase,BTC-USD,185823694,99869.65,2.050353,2026-05-08 22:16:30.669000+00:00,sell,2026-05-08T23:14:50.677355+00:00,match,204768.03648644997
coinbase,BTC-USD,185822600,97402.09,0.203061,2026-05-08 22:16:32.381000+00:00,buy,2026-05-08T23:14:50.673884+00:00,match,19778.56579749
coinbase,BTC-USD,185823146,98093.66,1.272111,2026-05-08 22:16:33.433000+00:00,buy,2026-05-08T23:14:50.675596+00:00,match,124786.02391626
coinbase,BTC-USD,185822562,97176.13,0.409498,2026-05-08 22:16:33.723000+00:00,buy,2026-05-08T23:14:50.673782+00:00,match,39793.43088274
coinbase,BTC-USD,185823072,99118.56,1.127557,2026-05-08 22:16:35.613000+00:00,sell,2026-05-08T23:14:50.675364+00:00,match,111761.82615791999
coinbase,BTC-USD,185822488,96765.48,2.468084,2026-05-08 22:16:36.237000+00:00,buy,2026-05-08T23:14:50.673579+00:00,match,238825.33294032002
coinbase,BTC-USD,185822498,97078.68,2.086504,2026-05-08 22:16:37.485000+00:00,buy,2026-05-08T23:14:50.673607+00:00,match,202555.05413472
coinbase,BTC-USD,185822586,97224.44,1.846538,2026-05-08 22:16:37.857000+00:00,sell,2026-05-08T23:14:50.673847+00:00,match,179528.62298872002
coinbase,BTC-USD,185822492,96956.15,0.509073,2026-05-08 22:16:38.513000+00:00,sell,2026-05-08T23:14:50.673591+00:00,match,49357.75814894999
coinbase,BTC-USD,185823876,99018.92,2.175707,2026-05-08 22:16:39.009000+00:00,sell,2026-05-08T23:14:50.677905+00:00,match,215436.15737644
coinbase,BTC-USD,185823884,99228.08,2.079241,2026-05-08 22:16:39.601000+00:00,sell,2026-05-08T23:14:50.677925+00:00,match,206319.09228728001
coinbase,BTC-USD,185824660,95575.48,2.363077,2026-05-08 22:16:43.073000+00:00,buy,2026-05-08T23:14:50.680300+00:00,match,225852.21855196
coinbase,BTC-USD,185822510,97414.02,0.999256,2026-05-08 22:16:43.177000+00:00,sell,2026-05-08T23:14:50.673640+00:00,match,97341.54396912
coinbase,BTC-USD,185823708,99483.65,1.861002,2026-05-08 22:16:43.425000+00:00,sell,2026-05-08T23:14:50.677400+00:00,match,185139.2716173
coinbase,BTC-USD,185823608,98524.66,2.424294,2026-05-08 22:16:44.293000+00:00,buy,2026-05-08T23:14:50.677091+00:00,match,238852.74209004003
coinbase,BTC-USD,185822546,97087.22,0.879462,2026-05-08 22:16:44.305000+00:00,sell,2026-05-08T23:14:50.673738+00:00,match,85384.52067564
coinbase,BTC-USD,185822542,97263.6,0.160666,2026-05-08 22:16:45.593000+00:00,sell,2026-05-08T23:14:50.673727+00:00,match,15626.953557600002
coinbase,BTC-USD,185823060,99147.97,1.880839,2026-05-08 22:16:46.017000+00:00,buy,2026-05-08T23:14:50.675332+00:00,match,186481.36874683
coinbase,BTC-USD,185822554,97011.24,1.903098,2026-05-08 22:16:47.965000+00:00,sell,2026-05-08T23:14:50.673760+00:00,match,184621.89682152
coinbase,BTC-USD,185824278,98036.28,1.923071,2026-05-08 22:16:48.231000+00:00,buy,2026-05-08T23:14:50.679135+00:00,match,188530.72701588
coinbase,BTC-USD,185823336,96995.89,0.738448,2026-05-08 22:16:50.793000+00:00,sell,2026-05-08T23:14:50.676227+00:00,match,71626.42097872
coinbase,BTC-USD,185822612,97637.11,1.680737,2026-05-08 22:16:50.873000+00:00,buy,2026-05-08T23:14:50.673916+00:00,match,164102.30335007
coinbase,BTC-USD,185823010,99439.15,1.092777,2026-05-08 22:16:53.263000+00:00,sell,2026-05-08T23:14:50.675109+00:00,match,108664.81601955001
coinbase,BTC-USD,185822598,97470.91,2.475079,2026-05-08 22:16:56.223000+00:00,buy,2026-05-08T23:14:50.673879+00:00,match,241248.20245189
coinbase,BTC-USD,185823198,97356.96,2.040731,2026-05-08 22:16:59.577000+00:00,buy,2026-05-08T23:14:50.675770+00:00,match,198679.36633776003
coinbase,BTC-USD,185822744,99290.97,0.554008,2026-05-08 22:17:01.481000+00:00,buy,2026-05-08T23:14:50.674273+00:00,match,55007.99170776
coinbase,BTC-USD,185824284,98129.11,1.106502,2026-05-08 22:17:01.713000+00:00,buy,2026-05-08T23:14:50.679151+00:00,match,108580.05647322001
coinbase,BTC-USD,185822608,97613.86,1.171798,2026-05-08 22:17:02.385000+00:00,sell,2026-05-08T23:14:50.673906+00:00,match,114383.72592027999
coinbase,BTC-USD,185824812,94568.23,0.588059,2026-05-08 22:17:02.673000+00:00,buy,2026-05-08T23:14:50.680765+00:00,match,55611.69876557
coinbase,BTC-USD,185823410,97399.07,0.298473,2026-05-08 22:17:03.407000+00:00,sell,2026-05-08T23:14:50.676466+00:00,match,29070.992620110002
coinbase,BTC-USD,185822798,99258.95,1.437661,2026-05-08 22:17:03.457000+00:00,sell,2026-05-08T23:14:50.674418+00:00,match,142700.72131595
coinbase,BTC-USD,185823344,96967.98,0.289841,2026-05-08 22:17:03.949000+00:00,buy,2026-05-08T23:14:50.676254+00:00,match,28105.29629118
coinbase,BTC-USD,185823920,99334.3,1.222288,2026-05-08 22:17:04.885000+00:00,sell,2026-05-08T23:14:50.678036+00:00,match,121415.12287840001
coinbase,BTC-USD,185823742,99148.76,0.80872,2026-05-08 22:17:05.003000+00:00,buy,2026-05-08T23:14:50.677494+00:00,match,80183.58518719999
coinbase,BTC-USD,185823612,98739.08,1.159265,2026-05-08 22:17:07.473000+00:00,sell,2026-05-08T23:14:50.677106+00:00,match,114464.7595762
coinbase,BTC-USD,185822534,97096.22,1.161662,2026-05-08 22:17:09.387000+00:00,sell,2026-05-08T23:14:50.673706+00:00,match,112792.98911764
coinbase,BTC-USD,185824584,95665.28,1.305884,2026-05-08 22:17:09.681000+00:00,sell,2026-05-08T23:14:50.680062+00:00,match,124927.75850752
coinbase,BTC-USD,185822552,97061.66,1.071589,2026-05-08 22:17:09.973000+00:00,buy,2026-05-08T23:14:50.673755+00:00,match,104010.20717774
coinbase,BTC-USD,185823476,98047.32,2.203892,2026-05-08 22:17:10.057000+00:00,sell,2026-05-08T23:14:50.676675+00:00,match,216085.70416944002
coinbase,BTC-USD,185823644,99334.73,0.324523,2026-05-08 22:17:11.121000+00:00,buy,2026-05-08T23:14:50.677194+00:00,match,32236.404583789998
coinbase,BTC-USD,185824716,95336.6,1.867753,2026-05-08 22:17:11.217000+00:00,sell,2026-05-08T23:14:50.680468+00:00,match,178065.22065980002
coinbase,BTC-USD,185823304,97124.24,0.294542,2026-05-08 22:17:12.501000+00:00,buy,2026-05-08T23:14:50.676117+00:00,match,28607.167898080002
coinbase,BTC-USD,185822548,97083.79,0.682411,2026-05-08 22:17:12.657000+00:00,buy,2026-05-08T23:14:50.673744+00:00,match,66251.04621768999
coinbase,BTC-USD,185822522,97394.46,1.964418,2026-05-08 22:17:12.793000+00:00,sell,2026-05-08T23:14:50.673673+00:00,match,191323.43032428002
coinbase,BTC-USD,185823720,99362.15,2.199107,2026-05-08 22:17:14.553000+00:00,sell,2026-05-08T23:14:50.677433+00:00,match,218507.99960005
coinbase,BTC-USD,185823382,97053.4,0.010944,2026-05-08 22:17:15.203000+00:00,sell,2026-05-08T23:14:50.676371+00:00,match,1062.1524096
coinbase,BTC-USD,185823474,97924.55,0.923651,2026-05-08 22:17:16.167000+00:00,buy,2026-05-08T23:14:50.676669+00:00,match,90448.10853205
coinbase,BTC-USD,185822540,97203.4,0.799342,2026-05-08 22:17:18.641000+00:00,buy,2026-05-08T23:14:50.673722+00:00,match,77698.7601628
coinbase,BTC-USD,185824582,95781.12,1.901358,2026-05-08 22:17:20.403000+00:00,buy,2026-05-08T23:14:50.680057+00:00,match,182114.19876096
coinbase,BTC-USD,185823502,98095.3,0.926007,2026-05-08 22:17:21.093000+00:00,sell,2026-05-08T23:14:50.676745+00:00,match,90836.9344671
coinbase,BTC-USD,185824122,97804.57,1.368951,2026-05-08 22:17:21.153000+00:00,buy,2026-05-08T23:14:50.678640+00:00,match,133889.66390607003
coinbase,BTC-USD,185824936,94341.68,1.500022,2026-05-08 22:17:22.113000+00:00,buy,2026-05-08T23:14:50.681135+00:00,match,141514.59551696
coinbase,BTC-USD,185822776,99005.6,0.385716,2026-05-08 22:17:23.553000+00:00,buy,2026-05-08T23:14:50.674359+00:00,match,38188.0440096
coinbase,BTC-USD,185823970,98753.58,1.868242,2026-05-08 22:17:24.915000+00:00,sell,2026-05-08T23:14:50.678184+00:00,match,184495.58580636
coinbase,BTC-USD,185823786,99418.69,0.701222,2026-05-08 22:17:25.935000+00:00,sell,2026-05-08T23:14:50.677620+00:00,match,69714.57263918
coinbase,BTC-USD,185822992,98892.35,2.274442,2026-05-08 22:17:26.693000+00:00,buy,2026-05-08T23:14:50.675051+00:00,match,224924.91431870003
coinbase,BTC-USD,185822878,99158.9,2.23284,2026-05-08 22:17:27.249000+00:00,sell,2026-05-08T23:14:50.674662+00:00,match,221405.958276
coinbase,BTC-USD,185825384,91515.82,1.25369,2026-05-08 22:17:28.189000+00:00,sell,2026-05-08T23:14:50.682502+00:00,match,114732.4683758
coinbase,BTC-USD,185823256,97466.82,1.817785,2026-05-08 22:17:28.501000+00:00,buy,2026-05-08T23:14:50.675964+00:00,match,177173.7233937
coinbase,BTC-USD,185823210,97898.79,2.151688,2026-05-08 22:17:28.677000+00:00,sell,2026-05-08T23:14:50.675810+00:00,match,210647.65165751998
coinbase,BTC-USD,185823020,99339.32,1.281151,2026-05-08 22:17:29.361000+00:00,buy,2026-05-08T23:14:50.675181+00:00,match,127268.66915732001
coinbase,BTC-USD,185822664,98789.65,1.862956,2026-05-08 22:17:30.945000+00:00,buy,2026-05-08T23:14:50.674059+00:00,match,184040.7712054
