e,symbol,trade_id,price,quantity,trade_time,m,trade_value
trade,BTCUSDT,140548844,96852.14,0.049516,2026-03-20 04:33:32.381,False,4795.73056424
trade,ETHUSDT,159279109,3501.48,0.918807,2026-03-20 04:33:33.632,False,3217.1843343600003
trade,BTCUSDT,140548845,97259.25,0.684012,2026-03-20 04:33:34.793,False,66526.49411099999
trade,BTCUSDT,140548846,96759.99,1.517613,2026-03-20 04:33:35.776,True,146844.21870387002
trade,BTCUSDT,140548847,97102.37,0.220538,2026-03-20 04:33:37.025,False,21414.76247506
trade,ETHUSDT,159279110,3504.11,1.789601,2026-03-20 04:33:38.534,True,6270.95876011
trade,BTCUSDT,140548815,97123.58,0.78407,2026-03-20 04:33:38.707,True,76151.68537060001
trade,BTCUSDT,140548848,97123.58,0.78407,2026-03-20 04:33:38.707,True,76151.68537060001
trade,BTCUSDT,140548849,97422.44,1.272726,2026-03-20 04:33:40.328,False,123992.07237144001
trade,BTCUSDT,140548850,96840.93,0.991532,2026-03-20 04:33:40.655,True,96020.88100475998
trade,ETHUSDT,159279111,3497.52,0.282281,2026-03-20 04:33:41.590,True,987.28344312
trade,BTCUSDT,140548851,96950.62,1.492037,2026-03-20 04:33:45.058,False,144653.91221294
trade,ETHUSDT,159279112,3513.33,0.71267,2026-03-20 04:33:45.730,True,2503.8448911
trade,BTCUSDT,140548852,96949.98,1.934236,2026-03-20 04:33:47.588,True,187524.14151528
trade,ETHUSDT,159279113,3509.9,1.307743,2026-03-20 04:33:49.690,True,4590.0471557
trade,BTCUSDT,140548853,97146.46,1.284132,2026-03-20 04:33:51.700,True,124748.87797272002
trade,BTCUSDT,140548854,97030.26,1.934956,2026-03-20 04:33:53.846,False,187749.28376855998
trade,ETHUSDT,159279114,3493.52,0.316549,2026-03-20 04:33:54.154,True,1105.87026248
trade,BTCUSDT,140548855,97044.63,0.1902,2026-03-20 04:33:54.364,True,18457.888626
trade,BTCUSDT,140548856,97229.38,0.756061,2026-03-20 04:33:55.948,False,73511.34227218
trade,BTCUSDT,140548857,97245.87,1.491055,2026-03-20 04:33:56.806,True,144998.94069284998
trade,ETHUSDT,159279115,3510.14,0.599295,2026-03-20 04:33:58.619,False,2103.6093513
trade,BTCUSDT,140548858,97068.18,0.91363,2026-03-20 04:34:01.729,False,88684.4012934
trade,BTCUSDT,140548859,96852.84,0.170036,2026-03-20 04:34:02.412,True,16468.469502239997
trade,ETHUSDT,159279116,3491.93,1.009127,2026-03-20 04:34:02.604,True,3523.8008451100004
trade,ETHUSDT,159279117,3510.64,1.864226,2026-03-20 04:34:04.434,True,6544.626364639999
trade,BTCUSDT,140548860,97450.26,1.09108,2026-03-20 04:34:07.130,False,106326.0296808
trade,ETHUSDT,159279118,3499.19,1.641744,2026-03-20 04:34:09.275,False,5744.774187360001
trade,BTCUSDT,140548861,97348.72,1.516307,2026-03-20 04:34:10.298,False,147610.54557704
trade,ETHUSDT,159279119,3499.39,1.821552,2026-03-20 04:34:13.337,True,6374.32085328
trade,BTCUSDT,140548862,96686.44,1.404892,2026-03-20 04:34:13.517,False,135834.00606448
trade,BTCUSDT,140548863,96560.45,0.845504,2026-03-20 04:34:15.048,True,81642.2467168
trade,ETHUSDT,159279120,3497.89,0.818193,2026-03-20 04:34:15.618,False,2861.94911277
trade,ETHUSDT,159279121,3485.45,0.045193,2026-03-20 04:34:16.447,True,157.51794184999997
trade,BTCUSDT,140548864,96861.17,1.877702,2026-03-20 04:34:17.989,True,181876.41263134
trade,ETHUSDT,159279122,3516.78,0.833659,2026-03-20 04:34:19.221,True,2931.7952980200002
trade,BTCUSDT,140548865,97050.73,0.802547,2026-03-20 04:34:20.004,True,77887.77220931
trade,ETHUSDT,159279123,3493.57,0.252336,2026-03-20 04:34:21.156,True,881.5534795200001
trade,ETHUSDT,159279124,3506.68,0.851832,2026-03-20 04:34:23.597,True,2987.1022377599998
trade,BTCUSDT,140548866,97160.98,1.344089,2026-03-20 04:34:24.309,True,130593.00444722001
trade,BTCUSDT,140548867,96550.12,1.612691,2026-03-20 04:34:24.627,False,155705.50957292
trade,ETHUSDT,159279125,3483.7,0.336559,2026-03-20 04:34:25.907,False,1172.4705883
trade,BTCUSDT,140548868,96604.75,1.687654,2026-03-20 04:34:27.258,True,163035.3927565
trade,BTCUSDT,140548869,97190.1,1.224291,2026-03-20 04:34:28.807,False,118988.96471910001
trade,ETHUSDT,159279126,3507.68,1.923999,2026-03-20 04:34:30.361,False,6748.7728123199995
trade,BTCUSDT,140548870,97326.42,0.867181,2026-03-20 04:34:31.324,False,84399.62222202
trade,ETHUSDT,159279127,3495.1,0.476486,2026-03-20 04:34:33.407,False,1665.3662186000001
trade,BTCUSDT,140548871,97423.04,1.218394,2026-03-20 04:34:33.854,False,118699.64739776
trade,BTCUSDT,140548872,97317.94,0.454804,2026-03-20 04:34:36.338,False,44260.58838376
trade,ETHUSDT,159279128,3517.19,1.503539,2026-03-20 04:34:38.199,True,5288.23233541
trade,BTCUSDT,140548873,97152.09,0.018843,2026-03-20 04:34:38.830,False,1830.6368318699997
trade,ETHUSDT,159279129,3508.13,1.93924,2026-03-20 04:34:40.452,True,6803.1060212
trade,BTCUSDT,140548874,97439.96,0.753971,2026-03-20 04:34:42.345,True,73466.90408116
trade,BTCUSDT,140548875,96914.31,0.662896,2026-03-20 04:34:44.286,True,64244.10844176
trade,ETHUSDT,159279130,3503.14,1.984883,2026-03-20 04:34:45.038,False,6953.323032619999
trade,ETHUSDT,159279131,3491.51,1.20495,2026-03-20 04:34:45.414,True,4207.0949745
trade,BTCUSDT,140548876,96537.53,0.888199,2026-03-20 04:34:48.853,False,85744.53760847
trade,ETHUSDT,159279132,3500.95,1.160713,2026-03-20 04:34:49.365,True,4063.5981773500002
trade,ETHUSDT,159279133,3513.85,0.414426,2026-03-20 04:34:50.391,False,1456.2308001000001
trade,ETHUSDT,159279134,3510.28,1.969957,2026-03-20 04:34:53.505,True,6915.10065796
trade,BTCUSDT,140548877,96643.38,0.134578,2026-03-20 04:34:53.764,False,13006.072793640002
trade,BTCUSDT,140548878,97108.21,1.133068,2026-03-20 04:34:54.847,True,110030.20528828
trade,ETHUSDT,159279135,3493.91,1.805279,2026-03-20 04:34:57.073,False,6307.48235089
trade,ETHUSDT,159279136,3511.67,0.215818,2026-03-20 04:34:57.848,False,757.8815960600001
trade,BTCUSDT,140548879,97392.49,1.970521,2026-03-20 04:34:58.612,False,191913.94678729
trade,ETHUSDT,159279137,3516.63,0.028314,2026-03-20 04:34:59.288,True,99.56986182
trade,BTCUSDT,140548880,97059.86,1.411684,2026-03-20 04:35:01.742,True,137017.85140424
trade,ETHUSDT,159279138,3508.53,1.288651,2026-03-20 04:35:02.674,False,4521.27069303
trade,BTCUSDT,140548881,97092.2,1.553471,2026-03-20 04:35:03.456,False,150829.9170262
trade,ETHUSDT,159279139,3498.61,0.000792,2026-03-20 04:35:04.803,False,2.7708991199999997
trade,BTCUSDT,140548882,96786.82,0.007356,2026-03-20 04:35:07.085,True,711.96384792
trade,ETHUSDT,159279140,3514.92,1.812228,2026-03-20 04:35:07.384,False,6369.83644176
trade,BTCUSDT,140548883,97263.14,0.42745,2026-03-20 04:35:08.005,False,41575.129193
trade,ETHUSDT,159279141,3508.14,0.460423,2026-03-20 04:35:11.629,False,1615.22834322
trade,BTCUSDT,140548884,97175.15,1.780242,2026-03-20 04:35:11.782,True,172995.2833863
trade,BTCUSDT,140548885,96956.98,0.530429,2026-03-20 04:35:12.655,False,51428.79394442
trade,ETHUSDT,159279142,3511.0,0.107419,2026-03-20 04:35:14.358,False,377.148109
trade,BTCUSDT,140548886,97339.99,0.66367,2026-03-20 04:35:17.045,True,64601.6311633
trade,BTCUSDT,140548887,96954.05,1.090113,2026-03-20 04:35:17.432,False,105690.87030765001
trade,ETHUSDT,159279143,3507.95,0.17675,2026-03-20 04:35:17.948,True,620.0301625
trade,BTCUSDT,140548888,96692.01,1.866916,2026-03-20 04:35:18.765,False,180515.86054116
trade,BTCUSDT,140548889,97323.01,1.889757,2026-03-20 04:35:19.908,False,183916.83940856997
trade,BTCUSDT,140548890,97129.34,0.542957,2026-03-20 04:35:21.579,False,52737.05505838
trade,ETHUSDT,159279144,3507.8,1.574753,2026-03-20 04:35:22.370,True,5523.9185734
trade,ETHUSDT,159279145,3503.29,1.691988,2026-03-20 04:35:24.021,False,5927.5246405200005
trade,BTCUSDT,140548891,97066.16,1.015959,2026-03-20 04:35:25.363,False,98615.23884744
trade,ETHUSDT,159279146,3487.14,0.121498,2026-03-20 04:35:25.785,True,423.68053571999997
trade,BTCUSDT,140548892,96577.34,1.491939,2026-03-20 04:35:27.492,False,144087.50006226
trade,BTCUSDT,140548893,97206.04,1.138846,2026-03-20 04:35:28.512,False,110702.70982984
trade,ETHUSDT,159279147,3486.8,1.217758,2026-03-20 04:35:28.788,True,4246.0785944
trade,BTCUSDT,140548894,96734.05,1.74676,2026-03-20 04:35:28.958,False,168971.169178
trade,ETHUSDT,159279148,3489.3,1.994865,2026-03-20 04:35:30.912,True,6960.682444500001
trade,BTCUSDT,140548895,96585.97,0.955756,2026-03-20 04:35:32.568,True,92312.62034332
trade,ETHUSDT,159279149,3511.1,1.880282,2026-03-20 04:35:33.650,False,6601.8581302
trade,BTCUSDT,140548896,96870.84,0.667242,2026-03-20 04:35:36.491,True,64636.29302328
trade,ETHUSDT,159279150,3514.7,1.049843,2026-03-20 04:35:37.332,True,3689.8831921
trade,BTCUSDT,140548897,97148.57,0.428021,2026-03-20 04:35:38.479,True,41581.62807997
trade,ETHUSDT,159279151,3489.15,0.144491,2026-03-20 04:35:40.003,False,504.15077265
trade,BTCUSDT,140548898,96888.46,0.533787,2026-03-20 04:35:40.225,True,51717.80039802
trade,ETHUSDT,159279152,3496.64,0.227609,2026-03-20 04:35:40.290,True,795.86673376
trade,ETHUSDT,159279153,3512.98,1.972193,2026-03-20 04:35:40.890,False,6928.27456514
trade,ETHUSDT,159279154,3514.37,0.501438,2026-03-20 04:35:42.668,False,1762.23866406
trade,ETHUSDT,159279155,3513.15,0.655308,2026-03-20 04:35:43.155,False,2302.1953002
trade,ETHUSDT,159279156,3503.41,1.025844,2026-03-20 04:35:44.793,True,3593.95212804
trade,BTCUSDT,140548899,97148.98,1.152248,2026-03-20 04:35:44.833,True,111939.71790703999
trade,ETHUSDT,159279157,3490.32,1.039576,2026-03-20 04:35:45.440,True,3628.4529043200005
trade,ETHUSDT,159279158,3501.37,1.491353,2026-03-20 04:35:46.432,False,5221.778653609999
trade,BTCUSDT,140548900,97041.77,0.550388,2026-03-20 04:35:48.522,True,53410.62570676
trade,BTCUSDT,140548901,96979.48,1.5318,2026-03-20 04:35:49.062,False,148553.167464
trade,ETHUSDT,159279159,3490.55,0.129895,2026-03-20 04:35:49.404,True,453.4049922500001
trade,BTCUSDT,140548902,96515.26,1.560402,2026-03-20 04:35:53.157,True,150602.60473452
trade,ETHUSDT,159279160,3508.56,0.037782,2026-03-20 04:35:53.437,True,132.56041392
trade,BTCUSDT,140548903,96626.15,1.577322,2026-03-20 04:35:55.342,True,152410.55217029998
trade,ETHUSDT,159279161,3512.12,0.469149,2026-03-20 04:35:56.635,False,1647.70758588
trade,ETHUSDT,159279162,3492.74,0.341613,2026-03-20 04:35:58.580,False,1193.1653896199998
trade,BTCUSDT,140548904,97121.54,1.180891,2026-03-20 04:35:58.704,False,114689.95249213999
trade,BTCUSDT,140548905,97478.89,1.243499,2026-03-20 04:35:58.936,False,121214.90223610999
trade,BTCUSDT,140548906,97277.68,1.026142,2026-03-20 04:36:00.088,False,99820.71311056
trade,ETHUSDT,159279163,3514.23,0.033366,2026-03-20 04:36:01.085,True,117.25579818
trade,BTCUSDT,140548907,97477.08,1.519991,2026-03-20 04:36:02.234,True,148164.28430628002
trade,BTCUSDT,140548908,96575.24,0.862665,2026-03-20 04:36:03.972,True,83312.07941460001
trade,BTCUSDT,140548909,96623.46,0.973076,2026-03-20 04:36:05.544,False,94021.96996296
trade,ETHUSDT,159279164,3501.49,1.366871,2026-03-20 04:36:05.709,False,4786.08513779
trade,ETHUSDT,159279165,3498.39,1.281876,2026-03-20 04:36:05.865,False,4484.50217964
trade,ETHUSDT,159279166,3489.38,0.66645,2026-03-20 04:36:06.213,False,2325.497301
trade,ETHUSDT,159279167,3505.54,0.030375,2026-03-20 04:36:07.482,True,106.4807775
trade,BTCUSDT,140548910,96851.45,1.910021,2026-03-20 04:36:08.058,False,184988.30338045
trade,ETHUSDT,159279168,3489.37,0.787386,2026-03-20 04:36:09.631,False,2747.48108682
trade,BTCUSDT,140548911,97333.56,1.275974,2026-03-20 04:36:09.819,False,124195.09188744
trade,BTCUSDT,140548912,96727.32,1.128954,2026-03-20 04:36:12.015,False,109200.69482328
trade,ETHUSDT,159279169,3505.64,1.044778,2026-03-20 04:36:12.080,False,3662.6155479199997
trade,BTCUSDT,140548913,97102.54,1.126712,2026-03-20 04:36:14.128,False,109406.59704847999
trade,ETHUSDT,159279170,3500.28,0.250154,2026-03-20 04:36:16.100,False,875.60904312
trade,BTCUSDT,140548914,97242.95,0.120251,2026-03-20 04:36:19.092,False,11693.56198045
trade,BTCUSDT,140548915,96579.64,0.293846,2026-03-20 04:36:20.609,False,28379.54089544
trade,ETHUSDT,159279171,3513.52,1.163284,2026-03-20 04:36:21.028,False,4087.22159968
trade,BTCUSDT,140548916,97024.52,1.195309,2026-03-20 04:36:24.316,False,115974.28197668
trade,ETHUSDT,159279172,3508.46,1.763734,2026-03-20 04:36:24.348,False,6187.99018964
trade,ETHUSDT,159279173,3483.32,1.454453,2026-03-20 04:36:25.690,True,5066.325223960001
trade,BTCUSDT,140548917,96675.5,0.075438,2026-03-20 04:36:25.888,True,7293.006369000001
trade,BTCUSDT,140548918,96885.66,1.764591,2026-03-20 04:36:27.357,True,170963.56366506
trade,ETHUSDT,159279174,3488.44,1.136525,2026-03-20 04:36:29.581,False,3964.699271
trade,BTCUSDT,140548919,96743.51,0.029868,2026-03-20 04:36:30.076,True,2889.5351566799995
trade,ETHUSDT,159279175,3489.04,1.080613,2026-03-20 04:36:30.136,False,3770.30198152
trade,ETHUSDT,159279176,3487.84,1.801312,2026-03-20 04:36:33.942,False,6282.68804608
trade,ETHUSDT,159279177,3516.58,0.132229,2026-03-20 04:36:34.219,False,464.99385682
trade,BTCUSDT,140548920,96715.74,1.523539,2026-03-20 04:36:34.400,False,147350.20180386
trade,ETHUSDT,159279178,3489.8,1.927404,2026-03-20 04:36:36.548,True,6726.2544792
trade,ETHUSDT,159279179,3509.25,0.371102,2026-03-20 04:36:36.782,False,1302.2896934999999
trade,BTCUSDT,140548921,97164.26,1.405785,2026-03-20 04:36:37.728,False,136592.0592441
trade,ETHUSDT,159279180,3503.92,1.748196,2026-03-20 04:36:38.021,True,6125.53892832
trade,BTCUSDT,140548922,96530.84,0.211019,2026-03-20 04:36:39.484,False,20369.841325960002
trade,BTCUSDT,140548923,96810.68,0.646052,2026-03-20 04:36:40.253,True,62544.733435359994
trade,BTCUSDT,140548924,97032.34,0.542781,2026-03-20 04:36:41.501,False,52667.31053754
trade,ETHUSDT,159279181,3483.69,0.069368,2026-03-20 04:36:41.845,True,241.65660792
trade,ETHUSDT,159279182,3504.16,0.386109,2026-03-20 04:36:44.426,False,1352.9877134399999
trade,BTCUSDT,140548925,97454.53,1.448022,2026-03-20 04:36:44.991,False,141116.30343966
trade,ETHUSDT,159279183,3501.31,0.073224,2026-03-20 04:36:47.143,False,256.37992343999997
trade,ETHUSDT,159279184,3500.76,1.056731,2026-03-20 04:36:47.655,True,3699.3616155600007
trade,BTCUSDT,140548926,96823.1,0.002418,2026-03-20 04:36:48.599,False,234.11825580000001
trade,ETHUSDT,159279185,3488.73,1.373096,2026-03-20 04:36:48.859,False,4790.36120808
trade,BTCUSDT,140548927,97259.11,0.289727,2026-03-20 04:36:50.652,True,28178.590162970002
trade,ETHUSDT,159279186,3515.19,0.960862,2026-03-20 04:36:51.343,True,3377.61249378
trade,BTCUSDT,140548928,96826.12,1.19533,2026-03-20 04:36:52.131,True,115739.1660196
trade,ETHUSDT,159279187,3500.08,1.848092,2026-03-20 04:36:53.091,True,6468.46984736
trade,BTCUSDT,140548929,97421.39,0.43467,2026-03-20 04:36:56.621,False,42346.1555913
trade,ETHUSDT,159279188,3508.44,0.920223,2026-03-20 04:36:56.852,False,3228.54718212
trade,BTCUSDT,140548930,97402.3,0.113085,2026-03-20 04:36:58.010,False,11014.739095500001
trade,BTCUSDT,140548931,96827.24,0.525051,2026-03-20 04:36:58.975,False,50839.239189240005
trade,BTCUSDT,140548932,97450.74,0.91893,2026-03-20 04:37:01.567,False,89550.40850820001
trade,ETHUSDT,159279189,3499.45,1.045429,2026-03-20 04:37:01.734,False,3658.4265140499997
trade,ETHUSDT,159279190,3501.57,1.935092,2026-03-20 04:37:06.423,True,6775.8600944400005
trade,BTCUSDT,140548933,97399.96,1.008925,2026-03-20 04:37:06.526,True,98269.25464300001
trade,ETHUSDT,159279191,3513.46,1.644031,2026-03-20 04:37:06.625,True,5776.2371572600005
trade,BTCUSDT,140548934,96580.82,0.916569,2026-03-20 04:37:07.344,False,88522.98560658
trade,BTCUSDT,140548935,97220.49,0.523063,2026-03-20 04:37:07.792,True,50852.441160869996
trade,ETHUSDT,159279192,3508.85,1.936461,2026-03-20 04:37:08.934,True,6794.75117985
trade,ETHUSDT,159279193,3502.22,1.505743,2026-03-20 04:37:09.729,False,5273.44324946
trade,BTCUSDT,140548936,97029.42,0.99806,2026-03-20 04:37:11.559,True,96841.18292519999
trade,ETHUSDT,159279194,3512.35,1.54501,2026-03-20 04:37:11.809,False,5426.6158735
trade,ETHUSDT,159279195,3488.96,0.20889,2026-03-20 04:37:13.354,True,728.8088544
trade,BTCUSDT,140548937,96985.95,0.928717,2026-03-20 04:37:13.901,True,90072.50052615
trade,BTCUSDT,140548938,97174.11,0.645809,2026-03-20 04:37:15.020,False,62755.914804989996
trade,ETHUSDT,159279196,3490.93,0.472497,2026-03-20 04:37:17.794,True,1649.45395221
trade,BTCUSDT,140548939,97270.19,1.969915,2026-03-20 04:37:19.276,True,191614.00633385
trade,ETHUSDT,159279197,3494.51,0.078807,2026-03-20 04:37:19.358,True,275.39184957000003
trade,ETHUSDT,159279198,3484.92,1.725916,2026-03-20 04:37:21.262,False,6014.67918672
trade,BTCUSDT,140548940,97018.31,1.638834,2026-03-20 04:37:21.957,False,158996.90505054
trade,BTCUSDT,140548941,96515.22,1.28524,2026-03-20 04:37:23.730,False,124045.2213528
trade,ETHUSDT,159279199,3485.51,0.880226,2026-03-20 04:37:24.726,False,3068.03652526
trade,BTCUSDT,140548942,97039.45,1.719218,2026-03-20 04:37:24.983,True,166831.9691501
trade,BTCUSDT,140548943,97335.19,0.27773,2026-03-20 04:37:25.473,False,27032.9023187
trade,BTCUSDT,140548944,97103.31,1.504958,2026-03-20 04:37:26.993,False,146136.40321098
trade,ETHUSDT,159279200,3500.26,1.378663,2026-03-20 04:37:27.263,False,4825.67895238
trade,ETHUSDT,159279201,3509.51,1.002198,2026-03-20 04:37:31.271,True,3517.22390298
trade,BTCUSDT,140548945,96621.22,0.832469,2026-03-20 04:37:31.879,False,80434.17039218
trade,BTCUSDT,140548946,96688.76,1.80813,2026-03-20 04:37:34.455,False,174825.8476188
trade,ETHUSDT,159279202,3490.84,1.616913,2026-03-20 04:37:35.246,False,5644.384576920001
trade,BTCUSDT,140548947,96854.8,1.409226,2026-03-20 04:37:36.167,False,136490.30238480002
trade,ETHUSDT,159279203,3513.38,1.957938,2026-03-20 04:37:40.008,False,6878.98021044
trade,BTCUSDT,140548948,97311.3,1.672899,2026-03-20 04:37:41.121,False,162791.9764587
trade,BTCUSDT,140548949,97114.95,1.674344,2026-03-20 04:37:42.371,False,162603.8338428
trade,ETHUSDT,159279204,3491.62,1.21976,2026-03-20 04:37:42.709,True,4258.9384112
trade,ETHUSDT,159279205,3487.71,1.009159,2026-03-20 04:37:43.876,True,3519.65393589
trade,BTCUSDT,140548950,96793.56,1.155328,2026-03-20 04:37:45.961,False,111828.31008767999
trade,BTCUSDT,140548951,97182.68,0.330794,2026-03-20 04:37:46.327,True,32147.447447919996
trade,ETHUSDT,159279206,3490.64,1.849881,2026-03-20 04:37:47.578,False,6457.26861384
trade,ETHUSDT,159279207,3510.35,1.293241,2026-03-20 04:37:49.538,False,4539.72854435
trade,BTCUSDT,140548952,97233.85,0.25579,2026-03-20 04:37:50.709,False,24871.446491500003
trade,BTCUSDT,140548953,97338.4,1.454078,2026-03-20 04:37:53.844,True,141537.62599519998
trade,ETHUSDT,159279208,3512.45,1.876033,2026-03-20 04:37:54.282,False,6589.47211085
trade,BTCUSDT,140548954,97067.08,1.109254,2026-03-20 04:37:54.291,True,107672.04675832
trade,ETHUSDT,159279209,3510.65,1.871715,2026-03-20 04:37:57.236,False,6570.93626475
trade,BTCUSDT,140548955,97138.66,0.090854,2026-03-20 04:37:57.245,True,8825.435815640001
trade,BTCUSDT,140548956,96771.73,1.375641,2026-03-20 04:38:00.822,False,133123.15942893
trade,ETHUSDT,159279210,3489.14,1.811615,2026-03-20 04:38:00.840,True,6320.978361099999
trade,ETHUSDT,159279211,3500.81,1.094894,2026-03-20 04:38:01.245,False,3833.01586414
trade,BTCUSDT,140548957,96732.76,0.39281,2026-03-20 04:38:01.682,True,37997.5954556
trade,ETHUSDT,159279212,3513.8,1.530141,2026-03-20 04:38:03.506,True,5376.6094458
trade,BTCUSDT,140548958,96764.26,1.435607,2026-03-20 04:38:06.525,True,138915.44900582
trade,ETHUSDT,159279213,3516.97,0.052334,2026-03-20 04:38:06.593,True,184.05710797999998
trade,BTCUSDT,140548959,97068.32,1.895654,2026-03-20 04:38:06.920,True,184007.94908128
trade,BTCUSDT,140548960,97476.08,1.807136,2026-03-20 04:38:08.628,True,176152.53330688
trade,ETHUSDT,159279214,3514.06,0.190903,2026-03-20 04:38:10.528,True,670.8445961799999
trade,ETHUSDT,159279215,3483.94,1.767358,2026-03-20 04:38:11.353,False,6157.36923052
trade,BTCUSDT,140548961,96596.61,0.293356,2026-03-20 04:38:13.541,False,28337.19512316
trade,ETHUSDT,159279216,3509.22,0.648893,2026-03-20 04:38:14.370,True,2277.10829346
trade,BTCUSDT,140548962,97022.94,1.519009,2026-03-20 04:38:15.736,False,147378.71906646
