e,symbol,trade_id,price,quantity,m,trade_value
trade,BTCUSDT,111961196,96644.23,1.183066,True,114336.50260918
trade,BTCUSDT,111961356,97304.15,1.007164,True,98001.23693059999
trade,BTCUSDT,111961211,96668.94,0.97569,True,94318.9180686
trade,BTCUSDT,111960416,97185.82,1.044996,False,101558.79315672001
trade,ETHUSDT,143951258,3501.26,1.752918,True,6137.42167668
trade,BTCUSDT,111961371,96786.51,1.802264,True,174434.84265864
trade,ETHUSDT,143950105,3509.36,0.796296,True,2794.4893305600003
trade,BTCUSDT,111961881,97482.67,1.407185,False,137176.15098394998
trade,BTCUSDT,111961170,97022.22,1.506735,False,146186.7746517
trade,BTCUSDT,111960214,97236.94,0.483826,False,47045.75973244
trade,BTCUSDT,111961193,97099.78,0.905911,True,87963.75879958
trade,BTCUSDT,111962017,97456.24,1.100186,False,107219.99086064001
trade,ETHUSDT,143951354,3508.92,1.752919,True,6150.85253748
trade,ETHUSDT,143951832,3514.65,1.793567,False,6303.76025655
trade,ETHUSDT,143950757,3516.42,1.126889,True,3962.61501738
trade,ETHUSDT,143950041,3514.43,0.806201,True,2833.3369804299996
trade,ETHUSDT,143951158,3495.05,0.605704,False,2116.9657652
trade,BTCUSDT,111961640,96828.58,1.829751,False,177172.19108358
trade,BTCUSDT,111960264,97399.26,0.736233,False,71708.54938758
trade,BTCUSDT,111961664,96614.23,0.499428,False,48251.85166044
trade,ETHUSDT,143950297,3486.71,1.183979,False,4128.19141909
trade,ETHUSDT,143950109,3509.73,0.892832,True,3133.59925536
trade,ETHUSDT,143950445,3492.88,0.287358,True,1003.70701104
trade,BTCUSDT,111961369,97289.71,1.667692,False,162249.27104932
trade,BTCUSDT,111960677,96534.43,0.055882,False,5394.53701726
trade,BTCUSDT,111960321,96559.45,0.440028,True,42488.861664599994
trade,ETHUSDT,143950385,3514.27,0.682047,False,2396.89731069
trade,BTCUSDT,111961494,97478.35,0.504943,False,49221.010484050006
trade,ETHUSDT,143950378,3493.24,0.561041,False,1959.85086284
trade,ETHUSDT,143951399,3510.1,0.308627,False,1083.3116327
trade,BTCUSDT,111960126,96899.21,0.630194,False,61065.30074674001
trade,BTCUSDT,111960551,97160.57,0.844493,True,82051.42124101002
trade,ETHUSDT,143951064,3495.87,0.887989,False,3104.29410543
trade,BTCUSDT,111960151,96765.75,1.379745,True,133512.05973375
trade,ETHUSDT,143950479,3499.2,0.726039,False,2540.5556687999997
trade,ETHUSDT,143950916,3507.11,0.274635,False,963.1751548500001
trade,BTCUSDT,111961105,97375.57,1.393033,True,135647.38240381
trade,ETHUSDT,143950110,3504.51,0.627808,False,2200.1594140800003
trade,BTCUSDT,111961227,96874.95,0.857891,False,83108.14773045
trade,ETHUSDT,143950914,3510.53,1.23303,False,4328.588805900001
trade,BTCUSDT,111961718,96998.2,0.26163,True,25377.639065999996
trade,ETHUSDT,143950124,3515.3,0.891404,True,3133.5524812
trade,BTCUSDT,111961648,97277.67,1.912393,False,186033.13516431
trade,ETHUSDT,143951456,3499.71,0.118704,True,415.42957584000004
trade,ETHUSDT,143950776,3483.8,1.47099,False,5124.634962
trade,ETHUSDT,143950840,3504.51,1.277785,True,4478.0103103500005
trade,ETHUSDT,143951228,3513.54,1.379627,True,4847.37464958
trade,BTCUSDT,111960764,96930.76,0.94312,True,91417.33837119999
trade,BTCUSDT,111960157,97422.73,1.911474,True,186221.01540401997
trade,ETHUSDT,143951483,3503.86,0.684057,False,2396.83996002
trade,BTCUSDT,111961271,96685.18,1.590085,False,153737.6544403
trade,ETHUSDT,143951342,3497.7,0.111175,True,388.85679749999997
trade,ETHUSDT,143951336,3515.5,1.331841,True,4682.087035500001
trade,ETHUSDT,143950832,3505.0,0.258431,True,905.8006550000001
trade,BTCUSDT,111961735,96666.32,0.137712,True,13312.112259840002
trade,BTCUSDT,111961023,97289.51,1.01448,False,98698.2621048
trade,ETHUSDT,143950082,3493.49,1.660326,False,5800.33227774
trade,ETHUSDT,143951599,3485.8,0.626791,False,2184.8680678
trade,ETHUSDT,143950219,3509.04,1.3319,True,4673.6903760000005
trade,ETHUSDT,143950340,3494.18,0.267906,True,936.1117870799999
trade,BTCUSDT,111960587,97075.42,0.74797,False,72609.5018974
trade,BTCUSDT,111960978,97208.41,1.545756,True,150260.48300796
trade,BTCUSDT,111961064,96980.27,1.678618,True,162792.82686686
trade,ETHUSDT,143950988,3514.97,0.9798,False,3443.9676059999997
trade,BTCUSDT,111961721,96693.07,1.957849,False,189310.43040643
trade,ETHUSDT,143950645,3498.27,1.024068,True,3582.46636236
trade,BTCUSDT,111961247,97337.67,1.622113,False,157892.69989671
trade,BTCUSDT,111960693,97262.95,0.835719,True,81284.49531104999
trade,BTCUSDT,111960607,96573.77,1.126798,True,108819.13088846
trade,BTCUSDT,111960406,96944.02,1.480841,False,143558.67952082
trade,BTCUSDT,111960308,97304.95,1.073704,True,104476.7140348
trade,ETHUSDT,143950349,3498.87,1.900145,False,6648.36033615
trade,ETHUSDT,143951489,3512.08,0.835435,True,2934.1145548
trade,ETHUSDT,143950505,3493.45,1.834619,True,6409.149745549999
trade,ETHUSDT,143950528,3505.12,0.174507,False,611.6679758399999
trade,BTCUSDT,111960124,97401.68,0.562864,True,54823.89921152
trade,ETHUSDT,143950132,3512.11,0.833729,True,2928.1479581900003
trade,BTCUSDT,111961814,97070.66,1.778335,True,172624.15215110002
trade,ETHUSDT,143950625,3505.07,1.103774,False,3868.80513418
trade,BTCUSDT,111960988,97395.72,0.423891,False,41285.169146520006
trade,BTCUSDT,111961568,97250.96,1.425151,False,138597.30289496
trade,ETHUSDT,143950919,3497.45,0.51499,True,1801.1517754999998
trade,ETHUSDT,143950480,3495.54,0.727505,True,2543.0228276999997
trade,ETHUSDT,143950252,3497.84,0.379615,True,1327.8325316
trade,BTCUSDT,111961884,97397.33,0.193732,True,18868.97953556
trade,BTCUSDT,111961686,96987.01,0.687587,True,66687.00724487
trade,BTCUSDT,111960462,96680.13,0.775731,True,74997.77392503
trade,ETHUSDT,143950314,3515.07,0.621513,False,2184.66170091
trade,ETHUSDT,143951067,3482.6,1.938538,True,6751.1524388
trade,BTCUSDT,111960140,96995.69,1.991163,False,193134.22908747
trade,BTCUSDT,111960282,97041.6,1.569614,False,152317.85394240002
trade,ETHUSDT,143950232,3512.09,1.952538,True,6857.489184420001
trade,BTCUSDT,111961188,97146.27,0.656663,True,63792.361097010005
trade,BTCUSDT,111960791,96639.47,1.658429,False,160269.69959263
trade,BTCUSDT,111961394,96553.74,1.421657,False,137266.30034718
trade,ETHUSDT,143950404,3511.25,1.247241,False,4379.3749612500005
trade,BTCUSDT,111961707,96757.9,0.034237,True,3312.7002222999995
trade,ETHUSDT,143951030,3497.53,1.838521,True,6430.282353130001
trade,BTCUSDT,111960088,96553.52,0.124782,False,12048.141332640002
trade,BTCUSDT,111961030,96668.8,0.589769,True,57012.2615072
trade,BTCUSDT,111961044,97172.6,0.206681,True,20083.7301406
trade,ETHUSDT,143951603,3505.35,1.992166,True,6983.2390881
trade,BTCUSDT,111960398,97438.44,0.71969,False,70125.4708836
trade,ETHUSDT,143950575,3508.54,0.491546,False,1724.60880284
trade,BTCUSDT,111961795,96553.98,0.650315,True,62790.5015037
trade,BTCUSDT,111961167,97214.0,1.195318,True,116201.644052
trade,ETHUSDT,143950126,3484.07,1.895563,True,6604.274181410001
trade,BTCUSDT,111961011,96996.49,0.043979,True,4265.80863371
trade,ETHUSDT,143951494,3494.49,0.507132,True,1772.16770268
trade,ETHUSDT,143951510,3510.65,1.5364,False,5393.76266
trade,BTCUSDT,111961545,96780.63,1.752894,False,169646.18564322
trade,BTCUSDT,111960074,97336.18,1.216355,False,118395.3492239
trade,BTCUSDT,111960330,96568.25,0.822935,False,79469.39281375
trade,ETHUSDT,143951493,3487.52,1.034604,True,3608.20214208
trade,ETHUSDT,143951516,3498.2,1.978136,False,6919.915355199999
trade,ETHUSDT,143951518,3499.22,1.52431,True,5333.8960382
trade,ETHUSDT,143951299,3487.15,1.77252,True,6181.0431180000005
trade,ETHUSDT,143950188,3493.37,0.616384,True,2153.25737408
trade,ETHUSDT,143951747,3513.96,0.136749,True,480.53051604000007
trade,ETHUSDT,143950439,3512.18,0.808849,True,2840.82328082
trade,BTCUSDT,111960253,96794.23,0.254769,False,24660.169182870002
trade,BTCUSDT,111960120,97279.62,1.560081,False,151764.08684922
trade,BTCUSDT,111961947,96912.57,1.549483,True,150164.37970131
trade,BTCUSDT,111960547,97219.24,1.055412,True,102606.35252688
trade,ETHUSDT,143950789,3495.38,1.346535,True,4706.6515083
trade,BTCUSDT,111960389,97144.86,1.64158,True,159471.0592788
trade,ETHUSDT,143950038,3490.85,0.036208,True,126.39669679999999
trade,ETHUSDT,143951547,3514.74,0.546467,False,1920.68942358
trade,BTCUSDT,111960688,96570.95,1.617294,True,156183.6180093
trade,BTCUSDT,111960306,97402.92,0.162165,False,15795.3445218
trade,BTCUSDT,111960751,96527.55,0.984603,True,95041.31531265
trade,ETHUSDT,143951559,3492.6,1.463267,False,5110.6063242
trade,BTCUSDT,111961574,96633.96,0.199187,False,19248.22859052
trade,ETHUSDT,143951423,3505.8,1.541324,False,5403.5736792
trade,ETHUSDT,143951019,3487.38,0.608237,True,2121.1535490600004
trade,ETHUSDT,143951754,3506.58,1.188541,True,4167.71409978
trade,ETHUSDT,143950697,3504.02,1.050487,False,3680.9274577399997
trade,BTCUSDT,111960781,97357.98,1.51733,True,147724.1837934
trade,BTCUSDT,111961512,96741.4,0.314774,True,30451.677443599998
trade,ETHUSDT,143950456,3502.66,0.932498,False,3266.22344468
trade,ETHUSDT,143952005,3506.67,1.623974,True,5694.74090658
trade,ETHUSDT,143950629,3482.83,0.253606,True,883.26658498
trade,BTCUSDT,111961915,97107.32,0.861544,True,83662.22890208001
trade,ETHUSDT,143950587,3496.75,1.643343,True,5746.35963525
trade,BTCUSDT,111960616,97088.24,0.426058,True,41365.22135792
trade,BTCUSDT,111960288,96688.16,1.457918,True,140963.40885088002
trade,ETHUSDT,143950263,3485.64,0.754141,False,2628.6640352399995
trade,BTCUSDT,111961810,96828.25,0.3388,True,32805.4111
trade,ETHUSDT,143951398,3500.97,0.309611,False,1083.93882267
trade,BTCUSDT,111960745,97161.58,0.828472,False,80495.64850576
trade,BTCUSDT,111961446,97002.02,1.39546,True,135362.4388292
trade,ETHUSDT,143951168,3503.2,1.516017,True,5310.9107544
trade,BTCUSDT,111961000,96569.56,1.502268,False,145073.35976207998
trade,BTCUSDT,111961575,96902.76,1.106443,False,107217.38048268
trade,BTCUSDT,111961996,97271.91,1.343622,True,130696.67825802001
trade,BTCUSDT,111960191,97165.87,1.266281,False,123039.29502947
trade,BTCUSDT,111960220,96809.22,0.703567,False,68111.77248774
trade,ETHUSDT,143950755,3502.53,0.335057,False,1173.54719421
trade,BTCUSDT,111960244,96735.87,1.630752,True,157752.21347423998
trade,ETHUSDT,143951005,3503.47,0.12787,False,447.9887089
trade,ETHUSDT,143951572,3516.76,1.926249,True,6774.155433240001
trade,BTCUSDT,111960576,97023.2,1.637642,False,158889.2672944
trade,ETHUSDT,143951384,3508.5,0.365571,False,1282.6058535
trade,BTCUSDT,111960255,96628.03,0.705931,True,68212.72184592999
trade,BTCUSDT,111961329,96863.79,0.541605,True,52461.912982949994
trade,ETHUSDT,143950716,3492.55,0.435477,True,1520.92519635
trade,ETHUSDT,143950658,3516.85,0.123133,False,433.04029105
trade,BTCUSDT,111961806,97273.19,0.755661,False,73505.55602859
trade,BTCUSDT,111961784,97019.89,0.682705,False,66235.96400245
trade,ETHUSDT,143950138,3506.17,1.286783,False,4511.67995111
trade,ETHUSDT,143950141,3506.29,1.693291,True,5937.16930039
trade,ETHUSDT,143950769,3488.94,1.888741,False,6589.70402454
trade,BTCUSDT,111960200,96578.23,0.815595,False,78768.72149684999
trade,ETHUSDT,143950572,3483.99,1.844008,False,6424.50543192
trade,ETHUSDT,143951814,3494.39,0.286016,True,999.45145024
trade,BTCUSDT,111961328,96991.27,1.815305,True,176068.73738735
trade,BTCUSDT,111961932,97048.01,1.824735,True,177086.90052735
trade,ETHUSDT,143951690,3516.74,1.706474,False,6001.22537476
trade,ETHUSDT,143951166,3502.23,0.633119,False,2217.32835537
trade,BTCUSDT,111961125,97088.67,0.875896,False,85039.57769832
trade,ETHUSDT,143950423,3500.56,0.206443,False,722.66610808
trade,BTCUSDT,111961416,97050.75,1.818032,True,176441.36912400002
trade,BTCUSDT,111960487,97451.75,0.506051,True,49315.55553925
trade,ETHUSDT,143951980,3486.27,0.966723,True,3370.25739321
trade,ETHUSDT,143951255,3509.83,0.982518,True,3448.47115194
trade,ETHUSDT,143952007,3492.2,0.471003,False,1644.8366766
trade,BTCUSDT,111961841,97085.91,0.062141,False,6033.01553331
trade,ETHUSDT,143951864,3493.79,0.602921,True,2106.47936059
trade,ETHUSDT,143951971,3484.82,0.959016,False,3341.99813712
trade,BTCUSDT,111960454,96634.29,0.64268,False,62104.9254972
trade,ETHUSDT,143951909,3492.48,0.964027,True,3366.84501696
trade,BTCUSDT,111961144,96932.75,0.925087,False,89671.22689925
trade,ETHUSDT,143950732,3491.42,0.579195,False,2022.2130069000002
trade,BTCUSDT,111961267,96833.1,1.848376,False,178983.9780456
trade,ETHUSDT,143951564,3503.0,0.500046,False,1751.661138
trade,BTCUSDT,111960755,96608.34,0.359341,False,34715.33750394
trade,BTCUSDT,111960937,96794.22,1.62278,False,157075.72433159998
trade,BTCUSDT,111961453,97054.87,0.785222,True,76209.61913113999
trade,ETHUSDT,143951748,3506.65,0.622351,False,2182.36713415
trade,ETHUSDT,143952006,3497.93,0.922656,True,3227.38610208
trade,BTCUSDT,111960938,96956.94,1.667238,True,161650.29473172
trade,ETHUSDT,143950392,3491.13,0.305268,False,1065.73027284
trade,ETHUSDT,143950178,3516.78,1.833411,True,6447.70313658
trade,ETHUSDT,143951555,3488.04,0.216312,False,754.50490848
trade,BTCUSDT,111960181,97323.44,0.261864,False,25485.50529216
trade,ETHUSDT,143951820,3512.47,1.634076,True,5739.6429277199995
trade,ETHUSDT,143950936,3507.09,1.461592,False,5125.934687280001
trade,BTCUSDT,111960846,96955.71,0.515196,True,49951.193969160006
trade,BTCUSDT,111961800,97294.98,0.56179,True,54659.3468142
trade,ETHUSDT,143952008,3492.04,0.011718,False,40.91972472
trade,ETHUSDT,143951365,3497.52,0.297579,False,1040.78850408
trade,BTCUSDT,111960466,96614.79,0.690032,False,66667.29677327999
trade,ETHUSDT,143951894,3507.49,0.428756,True,1503.85738244
trade,ETHUSDT,143951208,3508.0,1.681671,False,5899.301868
trade,ETHUSDT,143951419,3485.36,1.107705,True,3860.7506988
trade,ETHUSDT,143951202,3511.14,0.91604,True,3216.3446855999996
trade,BTCUSDT,111960885,97413.95,0.542403,False,52837.61872185
trade,ETHUSDT,143952016,3482.58,1.170021,True,4074.69173418
trade,ETHUSDT,143950179,3495.72,1.337199,True,4674.47328828
trade,ETHUSDT,143951655,3502.39,0.222751,False,780.16087489
trade,BTCUSDT,111961162,97384.98,0.826822,True,80520.04393356
trade,BTCUSDT,111960927,96534.19,0.243905,True,23545.17161195
trade,ETHUSDT,143950544,3501.99,0.996401,False,3489.38633799
trade,BTCUSDT,111961036,97358.71,1.458442,False,141992.03172982
trade,BTCUSDT,111961900,97422.82,1.027359,False,100088.21093238
trade,ETHUSDT,143951596,3509.3,0.116802,False,409.8932586
trade,ETHUSDT,143951790,3494.26,1.972717,False,6893.18610442
trade,BTCUSDT,111961911,97421.63,0.699547,True,68151.00900161
trade,ETHUSDT,143950222,3510.15,0.082969,False,291.23363535
trade,BTCUSDT,111961177,97301.58,1.839801,True,179015.54418558002
trade,ETHUSDT,143950781,3503.65,1.25074,False,4382.155201
trade,BTCUSDT,111962010,97025.3,1.733483,False,168191.70811990002
trade,ETHUSDT,143951750,3499.65,0.090669,True,317.30976585
trade,BTCUSDT,111960824,96934.04,0.191553,True,18568.006164119997
trade,ETHUSDT,143950869,3514.86,0.43501,False,1528.9992486
trade,BTCUSDT,111961623,97049.07,0.155793,False,15119.56576251
trade,BTCUSDT,111960831,96650.92,0.135282,False,13075.12975944
trade,BTCUSDT,111961088,97123.41,1.680473,False,163213.26817293002
trade,ETHUSDT,143951558,3513.31,1.25973,True,4425.8220063
trade,ETHUSDT,143950241,3488.09,0.483335,False,1685.9159801500002
trade,BTCUSDT,111961002,96788.0,0.356307,False,34486.241916
trade,ETHUSDT,143950215,3513.41,1.174325,True,4125.88519825
trade,ETHUSDT,143951036,3500.46,0.587004,True,2054.7840218399997
trade,BTCUSDT,111961296,97071.61,1.338565,False,129936.65963965
trade,ETHUSDT,143950234,3514.04,1.603195,True,5633.691357799999
trade,ETHUSDT,143951987,3482.86,1.152421,True,4013.72100406
trade,ETHUSDT,143952014,3497.15,0.779394,True,2725.6577271
trade,ETHUSDT,143951099,3504.03,0.60342,False,2114.4017826
trade,BTCUSDT,111962055,96962.26,0.760672,True,73756.47623872
trade,ETHUSDT,143950508,3497.93,1.054281,False,3687.80113833
trade,BTCUSDT,111960129,96969.69,0.070892,True,6874.37526348
trade,BTCUSDT,111961377,97244.83,1.792491,True,174310.48257153
trade,ETHUSDT,143951676,3485.67,0.525208,False,1830.70176936
trade,BTCUSDT,111961147,96918.13,1.630327,True,158008.24412851
trade,BTCUSDT,111961037,96663.95,1.744863,False,168665.34978885
trade,ETHUSDT,143951267,3491.77,0.756471,True,2641.42274367
trade,ETHUSDT,143951546,3486.54,0.353137,False,1231.2262759799999
trade,ETHUSDT,143951472,3494.13,1.665779,False,5820.44837727
trade,ETHUSDT,143950730,3498.46,1.268824,False,4438.93001104
trade,BTCUSDT,111961994,97088.86,1.812457,False,175969.38392902
trade,ETHUSDT,143951292,3512.76,0.208643,False,732.9127846800001
trade,ETHUSDT,143950397,3492.5,1.800601,False,6288.598992499999
trade,ETHUSDT,143950981,3498.38,0.915721,True,3203.54003198
trade,BTCUSDT,111961929,97396.37,1.059064,False,103148.98919768
trade,ETHUSDT,143951527,3503.36,0.911059,True,3191.76765824
trade,ETHUSDT,143951171,3515.77,1.058917,True,3722.9086210900005
trade,ETHUSDT,143951640,3502.79,0.496192,False,1738.05637568
trade,BTCUSDT,111961906,97139.41,1.446017,True,140465.23822997
trade,ETHUSDT,143951242,3499.96,1.935322,True,6773.54958712
trade,BTCUSDT,111960094,96764.2,0.248328,False,24029.2602576
trade,ETHUSDT,143950106,3504.95,1.616875,True,5667.06603125
trade,ETHUSDT,143950569,3501.57,0.678667,True,2376.40000719
trade,BTCUSDT,111960383,96775.69,1.735261,False,167931.08060508998
trade,ETHUSDT,143951181,3517.26,0.207731,True,730.6439370600001
trade,ETHUSDT,143950892,3495.52,1.962001,False,6858.21373552
trade,ETHUSDT,143951452,3487.45,0.813827,True,2838.1809711499996
trade,ETHUSDT,143950206,3509.29,0.213035,True,747.60159515
trade,ETHUSDT,143950235,3483.38,0.62298,True,2170.0760724
trade,ETHUSDT,143951870,3490.5,0.611237,True,2133.5227485
trade,BTCUSDT,111961957,96843.43,1.731922,False,167725.26697246
trade,BTCUSDT,111960718,97449.94,0.618652,False,60287.60028088
trade,BTCUSDT,111960161,96551.97,1.813612,True,175107.81141564
trade,BTCUSDT,111962046,96655.03,0.833008,True,80514.41323024
trade,ETHUSDT,143950315,3492.67,0.593155,True,2071.69467385
trade,BTCUSDT,111960408,96601.86,1.448388,False,139916.97480168001
trade,BTCUSDT,111961758,96748.61,1.283432,False,124170.26202951999
trade,BTCUSDT,111960870,97389.77,0.857834,True,83544.25595818
trade,BTCUSDT,111961513,96998.1,1.041438,True,101017.50726780001
trade,ETHUSDT,143951714,3505.2,1.581607,True,5543.8488564
trade,ETHUSDT,143950745,3498.55,0.799367,False,2796.6254178500003
trade,ETHUSDT,143951287,3507.31,1.304667,False,4575.87161577
trade,ETHUSDT,143950680,3497.03,0.597961,False,2091.08755583
trade,BTCUSDT,111960952,96818.58,1.242634,False,120310.05933972
trade,BTCUSDT,111961253,96886.11,1.36243,False,132000.5428473
trade,BTCUSDT,111960349,97321.38,0.488675,False,47558.52537150001
trade,BTCUSDT,111961451,97309.05,0.344856,False,33557.6097468
trade,BTCUSDT,111961986,96601.03,1.895693,False,183125.89636379
trade,ETHUSDT,143951408,3499.35,1.958391,True,6853.09554585
trade,ETHUSDT,143950792,3489.07,1.435864,False,5009.8300064800005
trade,ETHUSDT,143951973,3514.63,1.285455,False,4517.89870665
trade,BTCUSDT,111961041,97212.88,1.929298,True,187552.61495824
trade,BTCUSDT,111961877,97116.79,1.738777,False,168864.44076583
trade,ETHUSDT,143951652,3515.75,1.700308,True,5977.857851
trade,ETHUSDT,143950960,3482.6,1.256436,True,4375.6640136000005
trade,ETHUSDT,143951359,3488.57,1.184591,False,4132.52862487
trade,BTCUSDT,111961727,97111.56,0.387404,True,37621.40679024
trade,BTCUSDT,111960104,96966.87,0.2239,True,21710.882192999998
trade,BTCUSDT,111962038,96764.67,1.124658,False,108827.16023286
trade,BTCUSDT,111961867,96939.72,1.896118,True,183809.14800696
trade,BTCUSDT,111960418,97483.04,1.315207,False,128210.37658928
trade,BTCUSDT,111961828,97315.65,1.395528,True,135806.7144132
trade,ETHUSDT,143951396,3509.05,1.765581,True,6195.512008050001
trade,BTCUSDT,111961410,96653.27,0.607221,False,58689.895262670005
trade,ETHUSDT,143950756,3511.07,1.634374,False,5738.40152018
